Candidate,year,Ideology,Lower,Upper
Peter Shumlin,2012,-2.479,-2.618,-2.342
Peter Shumlin,2013,-2.443,-2.603,-2.282
Peter Shumlin,2014,-2.404,-2.555,-2.253
Peter Shumlin,2015,-2.346,-2.533,-2.158
Peter Shumlin,2016,-2.278,-2.464,-2.085
Charles E. Schumer,2010,-2.485,-2.536,-2.436
Charles E. Schumer,2011,-2.327,-2.4,-2.255
Charles E. Schumer,2012,-2.316,-2.358,-2.275
Charles E. Schumer,2013,-2.228,-2.303,-2.151
Charles E. Schumer,2014,-2.206,-2.249,-2.162
Charles E. Schumer,2015,-2.035,-2.116,-1.953
Charles E. Schumer,2016,-2.097,-2.131,-2.064
Charles E. Schumer,2017,-2.27,-2.347,-2.195
Charles E. Schumer,2018,-2.309,-2.355,-2.263
Charles E. Schumer,2019,-2.238,-2.308,-2.167
Charles E. Schumer,2020,-2.234,-2.277,-2.191
Charles E. Schumer,2021,-2.272,-2.334,-2.212
Charles E. Schumer,2022,-2.356,-2.399,-2.313
Charles E. Schumer,2023,-2.189,-2.254,-2.123
Charles E. Schumer,2024,-2.293,-2.337,-2.249
Kristen Gillibrand,2010,-1.896,-1.942,-1.85
Kristen Gillibrand,2011,-1.907,-1.98,-1.836
Kristen Gillibrand,2012,-2.092,-2.135,-2.049
Kristen Gillibrand,2013,-1.983,-2.061,-1.9
Kristen Gillibrand,2014,-2.094,-2.138,-2.051
Kristen Gillibrand,2015,-2.004,-2.085,-1.922
Kristen Gillibrand,2016,-1.977,-2.021,-1.934
Kristen Gillibrand,2017,-2.13,-2.215,-2.045
Kristen Gillibrand,2018,-2.398,-2.447,-2.349
Kristen Gillibrand,2019,-2.287,-2.362,-2.214
Kristen Gillibrand,2020,-2.24,-2.285,-2.195
Kristen Gillibrand,2021,-2.159,-2.219,-2.094
Kristen Gillibrand,2022,-2.211,-2.256,-2.167
Kristen Gillibrand,2023,-2.074,-2.141,-2.006
Kristen Gillibrand,2024,-2.215,-2.259,-2.17
Andrew Cuomo,2011,-1.509,-1.581,-1.438
Andrew Cuomo,2012,-1.584,-1.622,-1.547
Andrew Cuomo,2013,-1.727,-1.805,-1.651
Andrew Cuomo,2014,-1.806,-1.848,-1.766
Andrew Cuomo,2015,-1.841,-1.915,-1.768
Andrew Cuomo,2016,-1.833,-1.872,-1.792
Andrew Cuomo,2017,-1.969,-2.041,-1.899
Andrew Cuomo,2018,-2.089,-2.133,-2.046
Andrew Cuomo,2019,-2.174,-2.245,-2.107
Andrew Cuomo,2020,-2.176,-2.218,-2.134
Mark Udall,2010,-2.039,-2.113,-1.964
Mark Udall,2011,-1.816,-1.925,-1.709
Mark Udall,2012,-1.778,-1.84,-1.715
Mark Udall,2013,-1.889,-2.03,-1.762
Mark Udall,2014,-2.375,-2.45,-2.3
Michael F. Bennet,2010,-2.239,-2.315,-2.164
Michael F. Bennet,2011,-1.82,-1.928,-1.717
Michael F. Bennet,2012,-1.807,-1.869,-1.748
Michael F. Bennet,2013,-1.788,-1.889,-1.691
Michael F. Bennet,2014,-1.726,-1.793,-1.659
Michael F. Bennet,2015,-1.664,-1.781,-1.539
Michael F. Bennet,2016,-1.805,-1.861,-1.75
Michael F. Bennet,2017,-1.776,-1.876,-1.68
Michael F. Bennet,2018,-1.73,-1.801,-1.657
Michael F. Bennet,2019,-1.787,-1.886,-1.69
Michael F. Bennet,2020,-1.794,-1.864,-1.725
Michael F. Bennet,2021,-1.88,-1.983,-1.779
Michael F. Bennet,2022,-2.061,-2.13,-1.992
Michael F. Bennet,2023,-2.02,-2.117,-1.919
Michael F. Bennet,2024,-1.964,-2.039,-1.888
John Hickenlooper,2011,-1.368,-1.467,-1.266
John Hickenlooper,2012,-1.429,-1.486,-1.372
John Hickenlooper,2013,-1.819,-1.933,-1.7
John Hickenlooper,2014,-1.854,-1.913,-1.793
John Hickenlooper,2015,-1.83,-1.933,-1.726
John Hickenlooper,2016,-1.797,-1.863,-1.727
John Hickenlooper,2017,-1.804,-1.895,-1.712
John Hickenlooper,2018,-1.8,-1.871,-1.731
John Hickenlooper,2019,-1.9,-2.065,-1.731
John Hickenlooper,2020,-2.003,-2.067,-1.938
John Hickenlooper,2021,-2.063,-2.152,-1.976
John Hickenlooper,2022,-2.065,-2.131,-1.999
John Hickenlooper,2023,-2.108,-2.2,-2.015
John Hickenlooper,2024,-2.085,-2.154,-2.015
Mark R. Warner,2010,-1.536,-1.593,-1.477
Mark R. Warner,2011,-1.511,-1.59,-1.434
Mark R. Warner,2012,-1.427,-1.475,-1.378
Mark R. Warner,2013,-1.56,-1.67,-1.457
Mark R. Warner,2014,-1.779,-1.837,-1.723
Mark R. Warner,2015,-1.522,-1.638,-1.406
Mark R. Warner,2016,-1.46,-1.515,-1.405
Mark R. Warner,2017,-1.744,-1.833,-1.658
Mark R. Warner,2018,-1.771,-1.829,-1.715
Mark R. Warner,2019,-1.899,-1.992,-1.806
Mark R. Warner,2020,-2.018,-2.072,-1.963
Mark R. Warner,2021,-1.945,-2.022,-1.868
Mark R. Warner,2022,-1.975,-2.033,-1.919
Mark R. Warner,2023,-1.877,-1.959,-1.792
Mark R. Warner,2024,-1.823,-1.881,-1.764
Jim Webb,2010,-1.531,-1.593,-1.467
Jim Webb,2011,-1.323,-1.407,-1.23
Jim Webb,2012,-1.383,-1.434,-1.333
Tim Kaine,2012,-2.038,-2.089,-1.987
Tim Kaine,2013,-1.972,-2.06,-1.879
Tim Kaine,2014,-1.952,-2.007,-1.896
Tim Kaine,2015,-1.977,-2.071,-1.877
Tim Kaine,2016,-2.073,-2.127,-2.02
Tim Kaine,2017,-2.233,-2.323,-2.146
Tim Kaine,2018,-2.258,-2.316,-2.201
Tim Kaine,2019,-2.262,-2.348,-2.177
Tim Kaine,2020,-2.197,-2.253,-2.141
Tim Kaine,2021,-2.229,-2.308,-2.152
Tim Kaine,2022,-2.209,-2.267,-2.151
Tim Kaine,2023,-2.176,-2.259,-2.093
Tim Kaine,2024,-2.195,-2.251,-2.137
Wendy Long,2012,1.075,1.01,1.138
Wendy Long,2013,0.93,0.598,1.17
Wendy Long,2014,0.779,0.448,1.111
Wendy Long,2015,0.641,0.403,0.965
Wendy Long,2016,0.498,0.434,0.564
Pat Toomey,2010,1.729,1.68,1.777
Pat Toomey,2011,1.557,1.484,1.63
Pat Toomey,2012,1.586,1.542,1.631
Pat Toomey,2013,1.199,1.117,1.284
Pat Toomey,2014,1.146,1.101,1.193
Pat Toomey,2015,1.206,1.119,1.292
Pat Toomey,2016,1.4,1.355,1.444
Pat Toomey,2017,1.469,1.397,1.541
Pat Toomey,2018,1.443,1.397,1.488
Pat Toomey,2019,1.265,1.186,1.342
Pat Toomey,2020,1.355,1.306,1.406
Pat Toomey,2021,0.992,0.918,1.065
Pat Toomey,2022,1.021,0.975,1.067
"Bob Casey, Jr.",2010,-1.614,-1.661,-1.566
"Bob Casey, Jr.",2011,-1.459,-1.535,-1.383
"Bob Casey, Jr.",2012,-1.709,-1.753,-1.665
"Bob Casey, Jr.",2013,-1.509,-1.587,-1.429
"Bob Casey, Jr.",2014,-1.476,-1.519,-1.432
"Bob Casey, Jr.",2015,-1.485,-1.563,-1.406
"Bob Casey, Jr.",2016,-1.45,-1.496,-1.404
"Bob Casey, Jr.",2017,-1.667,-1.75,-1.583
"Bob Casey, Jr.",2018,-1.773,-1.82,-1.727
"Bob Casey, Jr.",2019,-1.726,-1.795,-1.655
"Bob Casey, Jr.",2020,-1.723,-1.768,-1.678
"Bob Casey, Jr.",2021,-1.741,-1.805,-1.677
"Bob Casey, Jr.",2022,-1.8,-1.844,-1.756
"Bob Casey, Jr.",2023,-1.65,-1.728,-1.572
"Bob Casey, Jr.",2024,-2.035,-2.078,-1.991
Tom Corbett,2011,1.274,1.201,1.345
Tom Corbett,2012,1.44,1.399,1.481
Tom Corbett,2013,1.476,1.406,1.548
Tom Corbett,2014,1.413,1.37,1.456
Barbara A. Mikulski,2010,-2.57,-2.648,-2.491
Barbara A. Mikulski,2011,-2.525,-2.618,-2.429
Barbara A. Mikulski,2012,-2.547,-2.611,-2.484
Barbara A. Mikulski,2013,-2.493,-2.594,-2.383
Barbara A. Mikulski,2014,-2.526,-2.598,-2.454
Barbara A. Mikulski,2015,-2.524,-2.655,-2.402
Barbara A. Mikulski,2016,-2.383,-2.461,-2.307
Ben Cardin,2010,-2.072,-2.153,-1.993
Ben Cardin,2011,-2.218,-2.329,-2.105
Ben Cardin,2012,-2.339,-2.406,-2.273
Ben Cardin,2013,-2.22,-2.331,-2.102
Ben Cardin,2014,-2.278,-2.351,-2.204
Ben Cardin,2015,-2.15,-2.281,-2.023
Ben Cardin,2016,-2.034,-2.109,-1.959
Ben Cardin,2017,-1.972,-2.082,-1.854
Ben Cardin,2018,-2.072,-2.148,-1.995
Ben Cardin,2019,-1.944,-2.051,-1.833
Ben Cardin,2020,-1.911,-1.987,-1.835
Ben Cardin,2021,-1.928,-2.024,-1.83
Ben Cardin,2022,-2.056,-2.134,-1.981
Ben Cardin,2023,-1.99,-2.087,-1.891
Ben Cardin,2024,-2.027,-2.103,-1.953
Martin O'Malley,2010,-2.255,-2.332,-2.182
Martin O'Malley,2011,-2.302,-2.41,-2.195
Martin O'Malley,2012,-2.553,-2.62,-2.488
Martin O'Malley,2013,-2.616,-2.724,-2.511
Martin O'Malley,2014,-2.638,-2.716,-2.563
Al Franken,2010,-3.262,-3.362,-3.164
Al Franken,2011,-2.961,-3.079,-2.845
Al Franken,2012,-2.967,-3.035,-2.897
Al Franken,2013,-2.811,-2.927,-2.693
Al Franken,2014,-2.772,-2.838,-2.704
Al Franken,2015,-2.718,-2.824,-2.61
Al Franken,2016,-2.687,-2.76,-2.611
Al Franken,2017,-2.734,-2.858,-2.615
Amy Klobuchar,2010,-2.327,-2.404,-2.25
Amy Klobuchar,2011,-2.15,-2.252,-2.04
Amy Klobuchar,2012,-2.272,-2.335,-2.21
Amy Klobuchar,2013,-2.148,-2.251,-2.042
Amy Klobuchar,2014,-2.144,-2.206,-2.08
Amy Klobuchar,2015,-2.142,-2.245,-2.045
Amy Klobuchar,2016,-2.125,-2.193,-2.056
Amy Klobuchar,2017,-2.188,-2.291,-2.087
Amy Klobuchar,2018,-2.262,-2.335,-2.188
Amy Klobuchar,2019,-2.053,-2.16,-1.944
Amy Klobuchar,2020,-2.059,-2.126,-1.992
Amy Klobuchar,2021,-2.139,-2.234,-2.042
Amy Klobuchar,2022,-2.27,-2.342,-2.201
Amy Klobuchar,2023,-2.251,-2.343,-2.158
Amy Klobuchar,2024,-2.243,-2.312,-2.176
Mark Dayton,2011,-2.309,-2.413,-2.205
Mark Dayton,2012,-2.384,-2.445,-2.322
Mark Dayton,2013,-2.364,-2.464,-2.266
Mark Dayton,2014,-2.369,-2.434,-2.305
Mark Dayton,2015,-2.361,-2.461,-2.257
Mark Dayton,2016,-2.412,-2.48,-2.343
Mark Dayton,2017,-2.371,-2.472,-2.272
Mark Dayton,2018,-2.286,-2.36,-2.21
Rob Portman,2010,1.399,1.35,1.448
Rob Portman,2011,1.209,1.124,1.291
Rob Portman,2012,1.404,1.359,1.449
Rob Portman,2013,0.871,0.789,0.952
Rob Portman,2014,0.898,0.854,0.942
Rob Portman,2015,0.957,0.864,1.052
Rob Portman,2016,1.177,1.13,1.223
Rob Portman,2017,1.218,1.143,1.294
Rob Portman,2018,1.315,1.266,1.364
Rob Portman,2019,1.257,1.173,1.339
Rob Portman,2020,1.428,1.373,1.483
Rob Portman,2021,1.17,1.092,1.25
Rob Portman,2022,1.105,1.055,1.155
Sherrod Brown,2010,-2.211,-2.264,-2.159
Sherrod Brown,2011,-2.133,-2.214,-2.05
Sherrod Brown,2012,-2.483,-2.533,-2.434
Sherrod Brown,2013,-2.142,-2.231,-2.054
Sherrod Brown,2014,-2.139,-2.187,-2.09
Sherrod Brown,2015,-2.122,-2.208,-2.036
Sherrod Brown,2016,-2.07,-2.123,-2.018
Sherrod Brown,2017,-2.161,-2.244,-2.085
Sherrod Brown,2018,-2.104,-2.155,-2.054
Sherrod Brown,2019,-2.078,-2.157,-1.996
Sherrod Brown,2020,-2.162,-2.216,-2.11
Sherrod Brown,2021,-2.18,-2.254,-2.104
Sherrod Brown,2022,-2.234,-2.29,-2.18
Sherrod Brown,2023,-2.141,-2.216,-2.064
Sherrod Brown,2024,-2.24,-2.287,-2.194
John Kasich,2011,1.855,1.775,1.943
John Kasich,2012,1.653,1.609,1.698
John Kasich,2013,1.293,1.206,1.375
John Kasich,2014,1.36,1.316,1.404
John Kasich,2015,1.022,0.932,1.115
John Kasich,2016,0.949,0.902,0.995
John Kasich,2017,0.54,0.462,0.618
John Kasich,2018,0.48,0.433,0.526
Mike Lee,2010,1.974,1.85,2.096
Mike Lee,2011,2.075,1.935,2.212
Mike Lee,2012,2.173,2.077,2.27
Mike Lee,2013,2.375,2.224,2.542
Mike Lee,2014,2.376,2.274,2.477
Mike Lee,2015,2.406,2.264,2.548
Mike Lee,2016,2.375,2.266,2.483
Mike Lee,2017,2.387,2.258,2.521
Mike Lee,2018,2.374,2.275,2.474
Mike Lee,2019,2.37,2.245,2.5
Mike Lee,2020,2.414,2.308,2.524
Mike Lee,2021,2.472,2.348,2.599
Mike Lee,2022,2.502,2.395,2.611
Mike Lee,2023,2.501,2.368,2.632
Mike Lee,2024,2.545,2.424,2.671
Orrin Hatch,2010,1.317,1.222,1.416
Orrin Hatch,2011,1.361,1.251,1.471
Orrin Hatch,2012,1.367,1.295,1.44
Orrin Hatch,2013,1.244,1.12,1.363
Orrin Hatch,2014,1.198,1.116,1.28
Orrin Hatch,2015,1.182,1.027,1.332
Orrin Hatch,2016,1.486,1.376,1.595
Orrin Hatch,2017,1.74,1.559,1.925
Orrin Hatch,2018,1.971,1.868,2.078
Gary Herbert,2010,1.598,1.493,1.703
Gary Herbert,2011,1.479,1.348,1.596
Gary Herbert,2012,1.564,1.489,1.638
Gary Herbert,2013,1.487,1.365,1.603
Gary Herbert,2014,1.48,1.395,1.564
Gary Herbert,2015,1.562,1.435,1.692
Gary Herbert,2016,1.618,1.53,1.707
Gary Herbert,2017,1.678,1.565,1.797
Gary Herbert,2018,1.662,1.578,1.746
Gary Herbert,2019,1.627,1.51,1.742
Gary Herbert,2020,1.647,1.546,1.75
Robert 'Bob' McDonnell,2010,1.71,1.65,1.771
Robert 'Bob' McDonnell,2011,1.612,1.525,1.694
Robert 'Bob' McDonnell,2012,1.667,1.616,1.72
Robert 'Bob' McDonnell,2013,1.365,1.239,1.489
Mark L. Pryor,2010,-1.174,-1.279,-1.067
Mark L. Pryor,2011,-0.862,-1.016,-0.689
Mark L. Pryor,2012,-0.97,-1.058,-0.878
Mark L. Pryor,2013,-1.11,-1.299,-0.943
Mark L. Pryor,2014,-1.698,-1.801,-1.592
Mike Beebe,2010,-0.767,-0.862,-0.676
Mike Beebe,2011,-0.69,-0.803,-0.577
Mike Beebe,2012,-0.676,-0.757,-0.593
Mike Beebe,2013,-0.666,-0.787,-0.535
Mike Beebe,2014,-0.807,-0.906,-0.708
Carl Levin,2010,-2.489,-2.551,-2.428
Carl Levin,2011,-2.306,-2.388,-2.225
Carl Levin,2012,-2.281,-2.333,-2.232
Carl Levin,2013,-2.195,-2.283,-2.108
Carl Levin,2014,-2.182,-2.236,-2.128
Debbie Stabenow,2010,-2.352,-2.411,-2.292
Debbie Stabenow,2011,-2.34,-2.415,-2.261
Debbie Stabenow,2012,-2.395,-2.445,-2.346
Debbie Stabenow,2013,-2.305,-2.391,-2.221
Debbie Stabenow,2014,-2.276,-2.328,-2.222
Debbie Stabenow,2015,-2.172,-2.269,-2.075
Debbie Stabenow,2016,-2.107,-2.162,-2.051
Debbie Stabenow,2017,-2.164,-2.252,-2.081
Debbie Stabenow,2018,-2.234,-2.292,-2.175
Debbie Stabenow,2019,-2.125,-2.209,-2.036
Debbie Stabenow,2020,-2.157,-2.211,-2.102
Debbie Stabenow,2021,-2.218,-2.299,-2.139
Debbie Stabenow,2022,-2.269,-2.326,-2.214
Debbie Stabenow,2023,-2.178,-2.258,-2.095
Debbie Stabenow,2024,-2.156,-2.211,-2.101
Rick Snyder,2011,1.274,1.192,1.355
Rick Snyder,2012,1.242,1.197,1.286
Rick Snyder,2013,1.238,1.157,1.318
Rick Snyder,2014,1.224,1.176,1.272
Rick Snyder,2015,1.12,1.014,1.22
Rick Snyder,2016,1.321,1.268,1.375
Rick Snyder,2017,1.249,1.166,1.33
Rick Snyder,2018,1.171,1.118,1.223
Lamar Alexander,2010,0.957,0.889,1.023
Lamar Alexander,2011,0.985,0.893,1.084
Lamar Alexander,2012,0.857,0.8,0.915
Lamar Alexander,2013,0.81,0.713,0.903
Lamar Alexander,2014,0.801,0.739,0.863
Lamar Alexander,2015,0.877,0.78,0.981
Lamar Alexander,2016,0.875,0.811,0.944
Lamar Alexander,2017,0.939,0.838,1.043
Lamar Alexander,2018,0.99,0.928,1.055
Lamar Alexander,2019,0.835,0.701,0.96
Lamar Alexander,2020,1.176,1.106,1.245
Bob Corker,2010,1.159,1.088,1.225
Bob Corker,2011,1.22,1.127,1.312
Bob Corker,2012,1.295,1.237,1.354
Bob Corker,2013,1.012,0.892,1.125
Bob Corker,2014,0.992,0.931,1.054
Bob Corker,2015,0.972,0.87,1.071
Bob Corker,2016,0.991,0.922,1.061
Bob Corker,2017,0.691,0.575,0.803
Bob Corker,2018,0.74,0.677,0.803
Bill Haslam,2011,1.139,1.04,1.243
Bill Haslam,2012,1.072,1.017,1.127
Bill Haslam,2013,1.056,0.959,1.151
Bill Haslam,2014,1.11,1.049,1.17
Bill Haslam,2015,1.049,0.95,1.145
Bill Haslam,2016,0.992,0.927,1.054
Bill Haslam,2017,0.939,0.842,1.034
Bill Haslam,2018,0.885,0.823,0.947
Thad Cochran,2010,1.243,1.14,1.345
Thad Cochran,2011,1.283,1.17,1.404
Thad Cochran,2012,1.217,1.131,1.307
Thad Cochran,2013,1.072,0.915,1.232
Thad Cochran,2014,0.883,0.781,0.983
Thad Cochran,2015,0.967,0.818,1.115
Thad Cochran,2016,1.12,1.004,1.239
Thad Cochran,2017,1.072,0.905,1.241
Roger Wicker,2010,1.547,1.442,1.648
Roger Wicker,2011,1.56,1.442,1.679
Roger Wicker,2012,1.592,1.507,1.682
Roger Wicker,2013,1.405,1.25,1.55
Roger Wicker,2014,1.306,1.202,1.408
Roger Wicker,2015,1.377,1.242,1.517
Roger Wicker,2016,1.468,1.357,1.581
Roger Wicker,2017,1.502,1.347,1.652
Roger Wicker,2018,1.683,1.579,1.792
Roger Wicker,2019,1.647,1.516,1.782
Roger Wicker,2020,1.618,1.509,1.73
Roger Wicker,2021,1.651,1.527,1.777
Roger Wicker,2022,1.7,1.594,1.805
Roger Wicker,2023,1.708,1.588,1.837
Roger Wicker,2024,1.758,1.654,1.87
Phil Bryant,2012,1.894,1.796,1.991
Phil Bryant,2013,1.889,1.759,2.022
Phil Bryant,2014,1.785,1.68,1.889
Phil Bryant,2015,1.923,1.778,2.072
Phil Bryant,2016,1.996,1.879,2.118
Phil Bryant,2017,2.1,1.949,2.253
Phil Bryant,2018,2.171,2.056,2.289
Phil Bryant,2019,2.206,2.033,2.39
Saxby Chambliss,2010,1.524,1.468,1.577
Saxby Chambliss,2011,1.471,1.391,1.553
Saxby Chambliss,2012,1.376,1.326,1.426
Saxby Chambliss,2013,1.199,1.106,1.289
Saxby Chambliss,2014,1.234,1.182,1.286
Johnny Isakson,2010,1.383,1.329,1.437
Johnny Isakson,2011,1.382,1.306,1.46
Johnny Isakson,2012,1.345,1.296,1.394
Johnny Isakson,2013,1.216,1.124,1.306
Johnny Isakson,2014,1.235,1.184,1.285
Johnny Isakson,2015,1.273,1.183,1.363
Johnny Isakson,2016,1.291,1.236,1.347
Johnny Isakson,2017,1.373,1.284,1.465
Johnny Isakson,2018,1.448,1.392,1.505
Johnny Isakson,2019,1.362,1.261,1.46
Nathan Deal,2011,1.508,1.418,1.597
Nathan Deal,2012,1.475,1.429,1.52
Nathan Deal,2013,1.45,1.36,1.541
Nathan Deal,2014,1.6,1.551,1.65
Nathan Deal,2015,1.508,1.394,1.617
Nathan Deal,2016,1.253,1.199,1.31
Nathan Deal,2017,1.34,1.249,1.428
Nathan Deal,2018,1.455,1.4,1.509
Herb Kohl,2010,-1.844,-1.916,-1.772
Herb Kohl,2011,-1.74,-1.825,-1.65
Herb Kohl,2012,-1.758,-1.816,-1.699
Ron Johnson,2010,1.868,1.799,1.938
Ron Johnson,2011,1.841,1.751,1.935
Ron Johnson,2012,1.901,1.841,1.963
Ron Johnson,2013,1.84,1.738,1.938
Ron Johnson,2014,1.815,1.755,1.876
Ron Johnson,2015,1.821,1.717,1.922
Ron Johnson,2016,1.828,1.761,1.895
Ron Johnson,2017,1.818,1.725,1.912
Ron Johnson,2018,1.786,1.719,1.855
Ron Johnson,2019,1.861,1.753,1.977
Ron Johnson,2020,2.152,2.071,2.237
Ron Johnson,2021,2.326,2.203,2.448
Ron Johnson,2022,2.587,2.504,2.672
Ron Johnson,2023,2.345,2.23,2.463
Ron Johnson,2024,2.265,2.194,2.335
Scott Walker,2011,2.378,2.273,2.487
Scott Walker,2012,2.353,2.29,2.418
Scott Walker,2013,2.276,2.167,2.383
Scott Walker,2014,2.162,2.098,2.226
Scott Walker,2015,2.215,2.116,2.326
Scott Walker,2016,2.196,2.128,2.266
Scott Walker,2017,2.26,2.164,2.36
Scott Walker,2018,2.203,2.133,2.272
Jeff Merkley,2010,-2.29,-2.378,-2.204
Jeff Merkley,2011,-2.129,-2.237,-2.022
Jeff Merkley,2012,-2.124,-2.186,-2.062
Jeff Merkley,2013,-2.214,-2.345,-2.086
Jeff Merkley,2014,-2.481,-2.557,-2.406
Jeff Merkley,2015,-2.482,-2.594,-2.368
Jeff Merkley,2016,-2.472,-2.554,-2.388
Jeff Merkley,2017,-2.607,-2.728,-2.488
Jeff Merkley,2018,-2.679,-2.76,-2.599
Jeff Merkley,2019,-2.721,-2.822,-2.616
Jeff Merkley,2020,-2.771,-2.851,-2.691
Jeff Merkley,2021,-2.756,-2.862,-2.652
Jeff Merkley,2022,-2.628,-2.706,-2.548
Jeff Merkley,2023,-2.552,-2.659,-2.44
Jeff Merkley,2024,-2.613,-2.694,-2.534
Ron Wyden,2010,-2.286,-2.372,-2.201
Ron Wyden,2011,-1.957,-2.068,-1.848
Ron Wyden,2012,-1.913,-1.973,-1.852
Ron Wyden,2013,-1.98,-2.082,-1.88
Ron Wyden,2014,-2.012,-2.079,-1.946
Ron Wyden,2015,-2.077,-2.181,-1.977
Ron Wyden,2016,-2.103,-2.164,-2.045
Ron Wyden,2017,-2.365,-2.484,-2.249
Ron Wyden,2018,-2.374,-2.449,-2.3
Ron Wyden,2019,-2.398,-2.498,-2.297
Ron Wyden,2020,-2.467,-2.545,-2.391
Ron Wyden,2021,-2.498,-2.591,-2.408
Ron Wyden,2022,-2.504,-2.563,-2.445
Ron Wyden,2023,-2.42,-2.52,-2.313
Ron Wyden,2024,-2.471,-2.548,-2.396
John Kitzhaber,2011,-2.098,-2.219,-1.971
John Kitzhaber,2012,-2.254,-2.314,-2.195
John Kitzhaber,2013,-2.263,-2.361,-2.161
John Kitzhaber,2014,-2.354,-2.426,-2.284
Joseph I. Lieberman,2010,-0.322,-0.395,-0.246
Joseph I. Lieberman,2011,-0.361,-0.46,-0.261
Joseph I. Lieberman,2012,-0.345,-0.416,-0.274
Richard Blumenthal,2010,-2.245,-2.33,-2.162
Richard Blumenthal,2011,-2.167,-2.279,-2.058
Richard Blumenthal,2012,-2.155,-2.23,-2.081
Richard Blumenthal,2013,-2.18,-2.293,-2.073
Richard Blumenthal,2014,-2.148,-2.231,-2.067
Richard Blumenthal,2015,-2.145,-2.262,-2.026
Richard Blumenthal,2016,-2.199,-2.272,-2.121
Richard Blumenthal,2017,-2.446,-2.603,-2.289
Richard Blumenthal,2018,-2.551,-2.655,-2.454
Richard Blumenthal,2019,-2.454,-2.583,-2.326
Richard Blumenthal,2020,-2.456,-2.548,-2.366
Richard Blumenthal,2021,-2.392,-2.507,-2.278
Richard Blumenthal,2022,-2.399,-2.495,-2.306
Richard Blumenthal,2023,-2.315,-2.435,-2.186
Richard Blumenthal,2024,-2.191,-2.292,-2.093
Linda McMahon,2010,1.375,1.293,1.456
Linda McMahon,2011,1.315,1.159,1.466
Linda McMahon,2012,1.253,1.176,1.33
Dan Malloy,2011,-1.846,-1.994,-1.696
Dan Malloy,2012,-2.065,-2.145,-1.984
Dan Malloy,2013,-2.142,-2.263,-2.02
Dan Malloy,2014,-2.238,-2.321,-2.159
Dan Malloy,2015,-2.276,-2.391,-2.16
Dan Malloy,2016,-2.298,-2.384,-2.213
Dan Malloy,2017,-2.263,-2.381,-2.14
Dan Malloy,2018,-2.306,-2.411,-2.205
Richard J. Durbin,2010,-2.448,-2.5,-2.396
Richard J. Durbin,2011,-2.255,-2.34,-2.171
Richard J. Durbin,2012,-2.261,-2.309,-2.213
Richard J. Durbin,2013,-2.147,-2.241,-2.044
Richard J. Durbin,2014,-2.298,-2.347,-2.249
Richard J. Durbin,2015,-2.251,-2.348,-2.156
Richard J. Durbin,2016,-2.027,-2.082,-1.975
Richard J. Durbin,2017,-2.128,-2.217,-2.038
Richard J. Durbin,2018,-2.24,-2.295,-2.188
Richard J. Durbin,2019,-2.213,-2.292,-2.129
Richard J. Durbin,2020,-2.264,-2.319,-2.21
Richard J. Durbin,2021,-2.29,-2.363,-2.217
Richard J. Durbin,2022,-2.333,-2.388,-2.28
Richard J. Durbin,2023,-2.224,-2.302,-2.145
Richard J. Durbin,2024,-2.21,-2.263,-2.159
Pat Quinn,2010,-1.899,-1.947,-1.851
Pat Quinn,2011,-1.854,-1.926,-1.783
Pat Quinn,2012,-1.884,-1.927,-1.84
Pat Quinn,2013,-1.919,-2.015,-1.826
Pat Quinn,2014,-2.215,-2.263,-2.166
Michael B. Enzi,2010,1.499,1.329,1.681
Michael B. Enzi,2011,1.425,1.26,1.601
Michael B. Enzi,2012,1.351,1.214,1.485
Michael B. Enzi,2013,1.434,1.259,1.618
Michael B. Enzi,2014,1.523,1.378,1.675
Michael B. Enzi,2015,1.546,1.381,1.715
Michael B. Enzi,2016,1.601,1.442,1.764
Michael B. Enzi,2017,1.624,1.458,1.796
Michael B. Enzi,2018,1.648,1.49,1.811
Michael B. Enzi,2019,1.699,1.51,1.887
Michael B. Enzi,2020,1.764,1.569,1.962
John Barrasso,2010,1.852,1.673,2.024
John Barrasso,2011,1.802,1.636,1.968
John Barrasso,2012,1.811,1.678,1.942
John Barrasso,2013,1.762,1.588,1.935
John Barrasso,2014,1.736,1.585,1.884
John Barrasso,2015,1.729,1.552,1.898
John Barrasso,2016,1.742,1.573,1.909
John Barrasso,2017,1.792,1.593,1.98
John Barrasso,2018,1.916,1.747,2.09
John Barrasso,2019,1.941,1.751,2.123
John Barrasso,2020,1.977,1.807,2.15
John Barrasso,2021,1.91,1.728,2.09
John Barrasso,2022,1.913,1.742,2.089
John Barrasso,2023,1.809,1.619,1.997
John Barrasso,2024,1.764,1.577,1.949
Matt Mead,2011,1.259,1.055,1.465
Matt Mead,2012,1.249,1.11,1.39
Matt Mead,2013,1.218,1.051,1.379
Matt Mead,2014,1.219,1.077,1.363
Matt Mead,2015,1.21,1.046,1.373
Matt Mead,2016,1.166,1.005,1.324
Matt Mead,2017,1.135,0.958,1.306
Matt Mead,2018,1.108,0.93,1.285
Richard G. Lugar,2010,0.338,0.273,0.403
Richard G. Lugar,2011,0.321,0.222,0.422
Richard G. Lugar,2012,0.092,0.029,0.154
Dan Coats,2010,1.105,1.036,1.172
Dan Coats,2011,1.085,0.998,1.17
Dan Coats,2012,1.098,1.039,1.157
