Candidate,year,Ideology,Lower,Upper
Dan Coats,2013,1.072,0.981,1.164
Dan Coats,2014,1.096,1.037,1.155
Dan Coats,2015,1.149,1.049,1.261
Dan Coats,2016,1.089,1.017,1.16
Mitch Daniels,2010,1.424,1.36,1.488
Mitch Daniels,2011,1.486,1.393,1.579
Mitch Daniels,2012,1.624,1.562,1.689
Pat Roberts,2010,1.665,1.57,1.761
Pat Roberts,2011,1.61,1.5,1.716
Pat Roberts,2012,1.561,1.486,1.635
Pat Roberts,2013,1.594,1.485,1.7
Pat Roberts,2014,1.605,1.523,1.685
Pat Roberts,2015,1.622,1.488,1.752
Pat Roberts,2016,1.694,1.592,1.795
Pat Roberts,2017,1.787,1.65,1.928
Pat Roberts,2018,1.878,1.778,1.982
Pat Roberts,2019,1.842,1.715,1.965
Pat Roberts,2020,1.854,1.743,1.968
Sam Brownback,2011,2.036,1.878,2.184
Sam Brownback,2012,2.219,2.137,2.303
Sam Brownback,2013,2.218,2.101,2.33
Sam Brownback,2014,2.219,2.126,2.313
Sam Brownback,2015,2.32,2.172,2.475
Sam Brownback,2016,2.397,2.28,2.515
Sam Brownback,2017,2.482,2.302,2.681
Mitch McConnell,2010,1.528,1.446,1.606
Mitch McConnell,2011,1.593,1.489,1.698
Mitch McConnell,2012,1.612,1.547,1.678
Mitch McConnell,2013,1.555,1.441,1.661
Mitch McConnell,2014,1.578,1.508,1.651
Mitch McConnell,2015,1.469,1.356,1.577
Mitch McConnell,2016,1.41,1.33,1.487
Mitch McConnell,2017,1.509,1.376,1.649
Mitch McConnell,2018,1.884,1.801,1.965
Mitch McConnell,2019,1.903,1.785,2.022
Mitch McConnell,2020,2.168,2.084,2.255
Mitch McConnell,2021,1.652,1.543,1.765
Mitch McConnell,2022,1.596,1.523,1.671
Mitch McConnell,2023,1.521,1.421,1.624
Mitch McConnell,2024,1.488,1.411,1.567
Rand Paul,2010,2.124,2.03,2.216
Rand Paul,2011,2.189,2.067,2.308
Rand Paul,2012,2.304,2.222,2.385
Rand Paul,2013,2.206,2.028,2.361
Rand Paul,2014,1.74,1.725,1.754
Rand Paul,2015,1.829,1.716,1.958
Rand Paul,2016,1.711,1.633,1.791
Rand Paul,2017,1.764,1.657,1.874
Rand Paul,2018,1.747,1.672,1.824
Rand Paul,2019,1.758,1.646,1.868
Rand Paul,2020,1.9,1.819,1.982
Rand Paul,2021,2.164,2.031,2.289
Rand Paul,2022,2.326,2.24,2.415
Rand Paul,2023,2.149,2.027,2.266
Rand Paul,2024,2.152,2.065,2.239
Steve Beshear,2010,-1.158,-1.234,-1.08
Steve Beshear,2011,-1.126,-1.226,-1.025
Steve Beshear,2012,-1.138,-1.203,-1.073
Steve Beshear,2013,-1.137,-1.242,-1.03
Steve Beshear,2014,-1.178,-1.251,-1.107
Steve Beshear,2015,-1.259,-1.39,-1.138
Jeff Sessions,2010,1.808,1.721,1.899
Jeff Sessions,2011,1.73,1.618,1.835
Jeff Sessions,2012,1.771,1.701,1.842
Jeff Sessions,2013,1.734,1.605,1.857
Jeff Sessions,2014,1.928,1.847,2.012
Jeff Sessions,2015,1.971,1.854,2.092
Jeff Sessions,2016,1.919,1.822,2.015
Richard C. Shelby,2010,1.507,1.425,1.59
Richard C. Shelby,2011,1.518,1.415,1.613
Richard C. Shelby,2012,1.519,1.451,1.585
Richard C. Shelby,2013,1.536,1.43,1.642
Richard C. Shelby,2014,1.494,1.417,1.569
Richard C. Shelby,2015,1.584,1.464,1.706
Richard C. Shelby,2016,1.656,1.573,1.74
Richard C. Shelby,2017,1.608,1.494,1.726
Richard C. Shelby,2018,1.505,1.428,1.58
Richard C. Shelby,2019,1.564,1.444,1.68
Richard C. Shelby,2020,1.726,1.644,1.811
Richard C. Shelby,2021,1.66,1.557,1.76
Richard C. Shelby,2022,1.61,1.527,1.692
Robert Bentley,2011,1.828,1.701,1.963
Robert Bentley,2012,1.745,1.674,1.815
Robert Bentley,2013,1.855,1.741,1.969
Robert Bentley,2014,1.89,1.809,1.971
Robert Bentley,2015,1.357,1.218,1.497
Robert Bentley,2016,1.336,1.251,1.422
John D. Rockefeller IV,2010,-1.866,-1.99,-1.746
John D. Rockefeller IV,2011,-1.86,-1.995,-1.72
John D. Rockefeller IV,2012,-1.915,-2.018,-1.814
John D. Rockefeller IV,2013,-1.87,-2,-1.734
John D. Rockefeller IV,2014,-1.89,-2.009,-1.771
Joe Manchin,2010,-1.177,-1.277,-1.077
Joe Manchin,2011,-0.75,-0.93,-0.576
Joe Manchin,2012,-0.702,-0.805,-0.601
Joe Manchin,2013,-0.753,-0.881,-0.626
Joe Manchin,2014,-0.818,-0.916,-0.716
Joe Manchin,2015,-0.745,-0.893,-0.571
Joe Manchin,2016,-0.904,-1.014,-0.796
Joe Manchin,2017,-0.756,-0.905,-0.577
Joe Manchin,2018,-0.869,-0.967,-0.77
Joe Manchin,2019,-0.865,-0.999,-0.721
Joe Manchin,2020,-1.047,-1.159,-0.936
Joe Manchin,2021,-0.058,-0.24,0.127
Joe Manchin,2022,-0.453,-0.555,-0.35
Joe Manchin,2023,-0.378,-0.494,-0.266
Joe Manchin,2024,-0.329,-0.431,-0.226
John Raese,2010,1.607,1.484,1.736
John Raese,2011,1.607,1.45,1.765
John Raese,2012,1.608,1.494,1.724
Earl Ray Tomblin,2011,-0.7,-0.862,-0.543
Earl Ray Tomblin,2012,-0.709,-0.805,-0.611
Earl Ray Tomblin,2013,-0.672,-0.797,-0.534
Earl Ray Tomblin,2014,-0.741,-0.843,-0.645
Earl Ray Tomblin,2015,-0.821,-0.962,-0.686
Earl Ray Tomblin,2016,-0.826,-0.933,-0.72
Harry Reid,2010,-2.737,-2.834,-2.642
Harry Reid,2011,-2.656,-2.773,-2.533
Harry Reid,2012,-2.709,-2.792,-2.627
Harry Reid,2013,-2.643,-2.76,-2.521
Harry Reid,2014,-2.658,-2.753,-2.566
Harry Reid,2015,-2.585,-2.727,-2.447
Harry Reid,2016,-2.438,-2.536,-2.34
Brian Sandoval,2011,1.144,1.026,1.262
Brian Sandoval,2012,1.135,1.066,1.203
Brian Sandoval,2013,0.929,0.811,1.046
Brian Sandoval,2014,0.871,0.795,0.949
Brian Sandoval,2015,0.625,0.462,0.79
Brian Sandoval,2016,0.413,0.328,0.498
Brian Sandoval,2017,0.4,0.283,0.515
Brian Sandoval,2018,0.568,0.483,0.654
John F. Kerry,2010,-2.572,-2.645,-2.501
John F. Kerry,2011,-2.455,-2.548,-2.36
John F. Kerry,2012,-2.421,-2.483,-2.363
Elizabeth Warren,2012,-2.886,-2.953,-2.821
Elizabeth Warren,2013,-2.902,-3.013,-2.79
Elizabeth Warren,2014,-3.059,-3.134,-2.984
Elizabeth Warren,2015,-3.16,-3.29,-3.034
Elizabeth Warren,2016,-3.278,-3.352,-3.201
Elizabeth Warren,2017,-3.248,-3.358,-3.131
Elizabeth Warren,2018,-3.338,-3.422,-3.253
Elizabeth Warren,2019,-3.46,-3.586,-3.34
Elizabeth Warren,2020,-3.453,-3.534,-3.374
Elizabeth Warren,2021,-3.43,-3.533,-3.325
Elizabeth Warren,2022,-3.44,-3.525,-3.358
Elizabeth Warren,2023,-3.295,-3.411,-3.171
Elizabeth Warren,2024,-3.31,-3.393,-3.23
Scott Brown,2010,0.753,0.688,0.82
Scott Brown,2011,0.564,0.471,0.653
Scott Brown,2012,0.627,0.575,0.68
Scott Brown,2013,0.768,0.574,0.979
Scott Brown,2014,0.91,0.799,1.021
Deval Patrick,2010,-2.533,-2.607,-2.458
Deval Patrick,2011,-2.496,-2.587,-2.406
Deval Patrick,2012,-2.535,-2.594,-2.477
Deval Patrick,2013,-2.461,-2.561,-2.354
Deval Patrick,2014,-2.582,-2.651,-2.515
Lindsey Graham,2010,0.367,0.279,0.454
Lindsey Graham,2011,0.86,0.727,0.983
Lindsey Graham,2012,0.951,0.891,1.015
Lindsey Graham,2013,0.929,0.815,1.039
Lindsey Graham,2014,0.982,0.908,1.057
Lindsey Graham,2015,1.008,0.874,1.148
Lindsey Graham,2016,0.717,0.626,0.809
Lindsey Graham,2017,1.056,0.887,1.238
Lindsey Graham,2018,1.64,1.558,1.721
Lindsey Graham,2019,1.782,1.654,1.907
Lindsey Graham,2020,1.953,1.88,2.028
Lindsey Graham,2021,1.79,1.69,1.889
Lindsey Graham,2022,1.774,1.7,1.847
Lindsey Graham,2023,1.719,1.623,1.813
Lindsey Graham,2024,1.654,1.582,1.727
Jim DeMint,2010,2.403,2.302,2.502
Jim DeMint,2011,2.378,2.263,2.494
Jim DeMint,2012,2.306,2.23,2.384
Nimrata 'Nikki' Haley,2011,1.734,1.602,1.86
Nimrata 'Nikki' Haley,2012,1.809,1.744,1.873
Nimrata 'Nikki' Haley,2013,1.803,1.693,1.913
Nimrata 'Nikki' Haley,2014,1.739,1.663,1.813
Nimrata 'Nikki' Haley,2015,1.534,1.383,1.691
Nimrata 'Nikki' Haley,2016,1.343,1.264,1.424
Tom Harkin,2010,-2.574,-2.686,-2.461
Tom Harkin,2011,-2.253,-2.389,-2.12
Tom Harkin,2012,-2.199,-2.28,-2.119
Tom Harkin,2013,-2.125,-2.24,-2.006
Tom Harkin,2014,-2.13,-2.221,-2.041
Chuck Grassley,2010,1.253,1.169,1.336
Chuck Grassley,2011,1.302,1.193,1.409
Chuck Grassley,2012,1.434,1.363,1.507
Chuck Grassley,2013,1.438,1.332,1.54
Chuck Grassley,2014,1.415,1.338,1.492
Chuck Grassley,2015,1.558,1.404,1.731
Chuck Grassley,2016,1.831,1.739,1.927
Chuck Grassley,2017,1.935,1.806,2.064
Chuck Grassley,2018,2.046,1.953,2.148
Chuck Grassley,2019,1.92,1.781,2.045
Chuck Grassley,2020,1.968,1.878,2.057
Chuck Grassley,2021,2.004,1.893,2.114
Chuck Grassley,2022,2.096,2.004,2.189
Chuck Grassley,2023,2.02,1.901,2.139
Chuck Grassley,2024,1.972,1.879,2.066
Terry Branstad,2011,1.357,1.237,1.471
Terry Branstad,2012,1.421,1.354,1.489
Terry Branstad,2013,1.416,1.318,1.515
Terry Branstad,2014,1.411,1.339,1.482
Terry Branstad,2015,1.504,1.386,1.623
Terry Branstad,2016,1.545,1.459,1.633
Jeanne Shaheen,2010,-2.165,-2.277,-2.051
Jeanne Shaheen,2011,-2.093,-2.218,-1.968
Jeanne Shaheen,2012,-2.029,-2.122,-1.938
Jeanne Shaheen,2013,-2.047,-2.18,-1.911
Jeanne Shaheen,2014,-2.174,-2.278,-2.075
Jeanne Shaheen,2015,-2.167,-2.298,-2.041
Jeanne Shaheen,2016,-2.146,-2.248,-2.044
Jeanne Shaheen,2017,-2.196,-2.332,-2.063
Jeanne Shaheen,2018,-2.234,-2.352,-2.123
Jeanne Shaheen,2019,-2.22,-2.353,-2.092
Jeanne Shaheen,2020,-2.163,-2.266,-2.057
Jeanne Shaheen,2021,-2.149,-2.277,-2.028
Jeanne Shaheen,2022,-2.124,-2.233,-2.022
Jeanne Shaheen,2023,-2.079,-2.209,-1.946
Jeanne Shaheen,2024,-2.077,-2.198,-1.957
Kelly Ayotte,2010,1.38,1.27,1.488
Kelly Ayotte,2011,1.425,1.302,1.546
Kelly Ayotte,2012,1.456,1.363,1.548
Kelly Ayotte,2013,1.269,1.124,1.415
Kelly Ayotte,2014,1.196,1.097,1.294
Kelly Ayotte,2015,1.205,1.072,1.341
Kelly Ayotte,2016,1.255,1.147,1.368
John Lynch,2010,-1.334,-1.438,-1.233
John Lynch,2011,-1.29,-1.409,-1.179
John Lynch,2012,-1.236,-1.327,-1.144
Claire McCaskill,2010,-2.094,-2.16,-2.03
Claire McCaskill,2011,-1.982,-2.069,-1.888
Claire McCaskill,2012,-2.039,-2.095,-1.984
Claire McCaskill,2013,-2.013,-2.104,-1.918
Claire McCaskill,2014,-2.071,-2.134,-2.009
Claire McCaskill,2015,-2.004,-2.101,-1.903
Claire McCaskill,2016,-2.008,-2.073,-1.944
Claire McCaskill,2017,-2.092,-2.197,-1.989
Claire McCaskill,2018,-2.198,-2.264,-2.134
Jay Nixon,2010,-0.959,-1.02,-0.898
Jay Nixon,2011,-0.95,-1.031,-0.864
Jay Nixon,2012,-1.013,-1.065,-0.96
Jay Nixon,2013,-1.079,-1.176,-0.979
Jay Nixon,2014,-1.223,-1.283,-1.162
Jay Nixon,2015,-1.261,-1.357,-1.166
Jay Nixon,2016,-1.206,-1.273,-1.139
Susan M. Collins,2010,-0.102,-0.21,0.004
Susan M. Collins,2011,-0.001,-0.127,0.125
Susan M. Collins,2012,0.062,-0.024,0.149
Susan M. Collins,2013,0.121,-0.032,0.276
Susan M. Collins,2014,0.387,0.282,0.492
Susan M. Collins,2015,0.28,0.091,0.458
Susan M. Collins,2016,-0.004,-0.13,0.121
Susan M. Collins,2017,-0.162,-0.38,0.028
Susan M. Collins,2018,0.512,0.393,0.635
Susan M. Collins,2019,0.556,0.39,0.729
Susan M. Collins,2020,0.963,0.844,1.088
Susan M. Collins,2021,0.719,0.55,0.895
Susan M. Collins,2022,0.52,0.415,0.628
Susan M. Collins,2023,0.476,0.353,0.603
Susan M. Collins,2024,0.423,0.308,0.541
Olympia J. Snowe,2010,-0.288,-0.391,-0.181
Olympia J. Snowe,2011,-0.148,-0.279,-0.017
Olympia J. Snowe,2012,-0.088,-0.177,0.002
Paul LePage,2011,2.094,1.864,2.297
Paul LePage,2012,2.321,2.212,2.431
Paul LePage,2013,2.322,2.185,2.465
Paul LePage,2014,2.319,2.206,2.434
Paul LePage,2015,2.386,2.211,2.558
Paul LePage,2016,2.551,2.411,2.696
Paul LePage,2017,2.588,2.432,2.751
Paul LePage,2018,2.559,2.409,2.706
Susana Martinez,2011,1.423,1.286,1.562
Susana Martinez,2012,1.408,1.329,1.486
Susana Martinez,2013,1.384,1.267,1.5
Susana Martinez,2014,1.432,1.347,1.518
Susana Martinez,2015,1.406,1.285,1.532
Susana Martinez,2016,1.359,1.262,1.457
Susana Martinez,2017,1.377,1.257,1.499
Susana Martinez,2018,1.355,1.25,1.46
Jeff Bingaman,2010,-2.022,-2.127,-1.92
Jeff Bingaman,2011,-1.946,-2.071,-1.826
Jeff Bingaman,2012,-1.912,-2.002,-1.822
Tom Udall,2010,-2.194,-2.294,-2.093
Tom Udall,2011,-2.153,-2.273,-2.032
Tom Udall,2012,-2.151,-2.239,-2.065
Tom Udall,2013,-2.174,-2.298,-2.048
Tom Udall,2014,-2.271,-2.37,-2.175
Tom Udall,2015,-2.24,-2.382,-2.103
Tom Udall,2016,-2.139,-2.253,-2.025
Tom Udall,2017,-2.206,-2.341,-2.078
Tom Udall,2018,-2.178,-2.282,-2.075
Tom Udall,2019,-2.078,-2.211,-1.941
Tom Udall,2020,-2.067,-2.184,-1.947
Kent Conrad,2010,-1.548,-1.711,-1.391
Kent Conrad,2011,-1.51,-1.676,-1.344
Kent Conrad,2012,-1.459,-1.617,-1.301
John Hoeven,2010,1.111,0.986,1.234
John Hoeven,2011,1.094,0.945,1.239
John Hoeven,2012,1.13,0.999,1.265
John Hoeven,2013,1.068,0.902,1.229
John Hoeven,2014,1.017,0.873,1.16
John Hoeven,2015,1.104,0.902,1.305
John Hoeven,2016,1.269,1.108,1.434
John Hoeven,2017,1.337,1.162,1.518
John Hoeven,2018,1.439,1.299,1.583
John Hoeven,2019,1.502,1.341,1.66
John Hoeven,2020,1.593,1.448,1.743
John Hoeven,2021,1.539,1.384,1.692
John Hoeven,2022,1.535,1.392,1.677
John Hoeven,2023,1.483,1.308,1.653
John Hoeven,2024,1.457,1.282,1.63
Heidei Heitkamp,2012,-2.037,-2.256,-1.828
Heidei Heitkamp,2013,-1.582,-1.824,-1.354
Heidei Heitkamp,2014,-1.545,-1.691,-1.399
Heidei Heitkamp,2015,-1.497,-1.67,-1.312
Heidei Heitkamp,2016,-1.523,-1.671,-1.372
Heidei Heitkamp,2017,-1.57,-1.745,-1.39
Heidei Heitkamp,2018,-1.684,-1.84,-1.529
Jack Dalrymple,2011,1.228,1.035,1.427
Jack Dalrymple,2012,1.223,1.078,1.362
Jack Dalrymple,2013,1.272,1.109,1.439
Jack Dalrymple,2014,1.298,1.154,1.446
Jack Dalrymple,2015,1.355,1.173,1.541
Jack Dalrymple,2016,1.423,1.244,1.596
Daniel K. Akaka,2010,-2.359,-2.517,-2.202
Daniel K. Akaka,2011,-2.276,-2.434,-2.119
Daniel K. Akaka,2012,-2.248,-2.389,-2.105
Daniel K. Inouye,2010,-2.294,-2.459,-2.137
Daniel K. Inouye,2011,-2.211,-2.375,-2.045
Daniel K. Inouye,2012,-2.216,-2.359,-2.072
Linda Lingle,2010,0.974,0.831,1.116
Linda Lingle,2011,0.984,0.806,1.154
Linda Lingle,2012,0.995,0.859,1.13
Neil Abercrombie,2011,-2.578,-2.778,-2.382
Neil Abercrombie,2012,-2.592,-2.737,-2.449
Neil Abercrombie,2013,-2.597,-2.773,-2.423
Neil Abercrombie,2014,-2.634,-2.804,-2.471
James E. Risch,2010,1.359,1.241,1.48
James E. Risch,2011,1.329,1.206,1.447
James E. Risch,2012,1.332,1.241,1.422
James E. Risch,2013,1.448,1.308,1.592
James E. Risch,2014,1.569,1.471,1.672
James E. Risch,2015,1.558,1.422,1.697
James E. Risch,2016,1.535,1.415,1.652
James E. Risch,2017,1.61,1.465,1.756
James E. Risch,2018,1.681,1.563,1.801
James E. Risch,2019,1.814,1.668,1.97
James E. Risch,2020,1.91,1.79,2.033
James E. Risch,2021,1.839,1.709,1.967
James E. Risch,2022,1.816,1.702,1.932
James E. Risch,2023,1.827,1.693,1.958
James E. Risch,2024,1.858,1.736,1.981
Mike Crapo,2010,1.314,1.201,1.427
Mike Crapo,2011,1.317,1.198,1.436
Mike Crapo,2012,1.336,1.253,1.421
Mike Crapo,2013,1.435,1.307,1.566
Mike Crapo,2014,1.464,1.366,1.559
Mike Crapo,2015,1.519,1.38,1.652
Mike Crapo,2016,1.605,1.499,1.712
Mike Crapo,2017,1.641,1.513,1.774
Mike Crapo,2018,1.666,1.558,1.772
Mike Crapo,2019,1.689,1.556,1.825
Mike Crapo,2020,1.785,1.673,1.897
Mike Crapo,2021,1.754,1.632,1.874
Mike Crapo,2022,1.787,1.678,1.897
Mike Crapo,2023,1.7,1.568,1.829
Mike Crapo,2024,1.718,1.597,1.84
Clement 'Butch' Otter,2010,1.506,1.392,1.622
Clement 'Butch' Otter,2011,1.589,1.469,1.712
Clement 'Butch' Otter,2012,1.601,1.517,1.687
Clement 'Butch' Otter,2013,1.604,1.484,1.724
Clement 'Butch' Otter,2014,1.588,1.495,1.684
Clement 'Butch' Otter,2015,1.545,1.417,1.668
Clement 'Butch' Otter,2016,1.59,1.483,1.695
Clement 'Butch' Otter,2017,1.632,1.498,1.762
Clement 'Butch' Otter,2018,1.648,1.533,1.765
Ben Nelson,2010,-0.834,-0.99,-0.676
Ben Nelson,2011,-0.926,-1.079,-0.772
Ben Nelson,2012,-1.118,-1.212,-1.026
Mike Johanns,2010,1.364,1.215,1.512
Mike Johanns,2011,1.331,1.2,1.46
Mike Johanns,2012,1.398,1.316,1.48
Mike Johanns,2013,1.375,1.255,1.496
Mike Johanns,2014,1.344,1.244,1.446
Deb Fischer,2012,1.791,1.7,1.882
Deb Fischer,2013,1.731,1.607,1.858
Deb Fischer,2014,1.692,1.596,1.789
Deb Fischer,2015,1.619,1.474,1.754
Deb Fischer,2016,1.575,1.465,1.688
Deb Fischer,2017,1.699,1.538,1.86
Deb Fischer,2018,1.859,1.745,1.981
Deb Fischer,2019,1.773,1.631,1.906
Deb Fischer,2020,1.762,1.648,1.875
Deb Fischer,2021,1.768,1.643,1.89
Deb Fischer,2022,1.76,1.65,1.87
Deb Fischer,2023,1.875,1.736,2.019
Deb Fischer,2024,1.901,1.778,2.019
Dave Heineman,2010,1.443,1.292,1.592
Dave Heineman,2011,1.455,1.301,1.599
Dave Heineman,2012,1.599,1.515,1.687
Dave Heineman,2013,1.602,1.477,1.722
Dave Heineman,2014,1.633,1.532,1.738
Mark Begich,2010,-1.974,-2.159,-1.807
Mark Begich,2011,-1.797,-1.985,-1.613
Mark Begich,2012,-1.681,-1.829,-1.534
Mark Begich,2013,-1.734,-1.921,-1.54
Mark Begich,2014,-1.906,-2.091,-1.73
Lisa Murkowski,2011,0.127,-0.072,0.317
Lisa Murkowski,2012,0.137,0.004,0.27
Lisa Murkowski,2013,0.09,-0.078,0.249
Lisa Murkowski,2014,0.131,-0.015,0.274
Lisa Murkowski,2015,0.167,-0.017,0.355
Lisa Murkowski,2016,0.212,0.039,0.391
Lisa Murkowski,2017,-0.282,-0.541,0.004
Lisa Murkowski,2018,-0.395,-0.577,-0.211
Lisa Murkowski,2019,-0.441,-0.625,-0.257
Lisa Murkowski,2020,-0.461,-0.615,-0.306
Lisa Murkowski,2021,-0.587,-0.767,-0.42
Lisa Murkowski,2022,-0.55,-0.7,-0.4
Lisa Murkowski,2023,-0.538,-0.705,-0.357
Lisa Murkowski,2024,-0.636,-0.809,-0.476
Sean Parnell,2010,1.278,1.123,1.429
Sean Parnell,2011,1.359,1.195,1.521
Sean Parnell,2012,1.406,1.272,1.54
Sean Parnell,2013,1.417,1.248,1.583
Sean Parnell,2014,1.434,1.271,1.603
Mary Landrieu,2010,-1.856,-1.939,-1.774
Mary Landrieu,2011,-1.781,-1.887,-1.664
Mary Landrieu,2012,-1.816,-1.886,-1.746
Mary Landrieu,2013,-1.849,-1.997,-1.704
Mary Landrieu,2014,-2.283,-2.382,-2.184
David Vitter,2010,1.767,1.685,1.852
David Vitter,2011,1.658,1.543,1.769
David Vitter,2012,1.67,1.595,1.741
David Vitter,2013,1.713,1.605,1.828
David Vitter,2014,1.681,1.604,1.761
David Vitter,2015,1.661,1.542,1.776
David Vitter,2016,1.636,1.544,1.729
Piyush 'Bobby' Jindal,2010,1.725,1.642,1.807
Piyush 'Bobby' Jindal,2011,1.804,1.696,1.912
Piyush 'Bobby' Jindal,2012,1.871,1.8,1.943
Piyush 'Bobby' Jindal,2013,1.835,1.725,1.95
Piyush 'Bobby' Jindal,2014,1.809,1.73,1.888
Piyush 'Bobby' Jindal,2015,1.94,1.782,2.127
Max Baucus,2010,-1.987,-2.145,-1.834
Max Baucus,2011,-1.908,-2.07,-1.753
Max Baucus,2012,-1.799,-1.914,-1.682
Max Baucus,2013,-1.731,-1.924,-1.517
Jon Tester,2010,-1.764,-1.904,-1.621
Jon Tester,2011,-1.764,-1.914,-1.61
Jon Tester,2012,-1.868,-1.976,-1.76
Jon Tester,2013,-1.833,-1.979,-1.689
Jon Tester,2014,-1.778,-1.893,-1.665
Jon Tester,2015,-1.725,-1.876,-1.575
Jon Tester,2016,-1.651,-1.784,-1.515
Jon Tester,2017,-1.74,-1.9,-1.569
Jon Tester,2018,-1.893,-2.005,-1.782
Jon Tester,2019,-1.895,-2.028,-1.767
Jon Tester,2020,-1.883,-1.998,-1.77
Jon Tester,2021,-1.87,-2.004,-1.738
Jon Tester,2022,-1.874,-1.993,-1.755
Jon Tester,2023,-1.824,-1.97,-1.675
Jon Tester,2024,-1.87,-2.002,-1.744
Brian Schweitzer,2010,-1.288,-1.437,-1.142
Brian Schweitzer,2011,-1.255,-1.397,-1.102
Brian Schweitzer,2012,-1.31,-1.426,-1.195
Tim Johnson,2010,-2.02,-2.218,-1.843
Tim Johnson,2011,-1.744,-1.922,-1.56
Tim Johnson,2012,-1.699,-1.823,-1.573
Tim Johnson,2013,-1.723,-1.876,-1.567
Tim Johnson,2014,-1.806,-1.969,-1.654
John R. Thune,2010,1.694,1.55,1.849
John R. Thune,2011,1.632,1.477,1.777
John R. Thune,2012,1.657,1.541,1.775
John R. Thune,2013,1.628,1.488,1.767
John R. Thune,2014,1.583,1.453,1.711
John R. Thune,2015,1.613,1.457,1.77
John R. Thune,2016,1.605,1.469,1.744
John R. Thune,2017,1.595,1.432,1.76
John R. Thune,2018,1.664,1.517,1.805
John R. Thune,2019,1.715,1.551,1.876
John R. Thune,2020,1.775,1.637,1.918
John R. Thune,2021,1.676,1.515,1.829
John R. Thune,2022,1.698,1.56,1.839
John R. Thune,2023,1.588,1.426,1.747
John R. Thune,2024,1.545,1.392,1.698
Dennis Daugaard,2011,1.478,1.313,1.651
Dennis Daugaard,2012,1.488,1.368,1.615
Dennis Daugaard,2013,1.515,1.368,1.663
Dennis Daugaard,2014,1.505,1.375,1.634
Dennis Daugaard,2015,1.529,1.375,1.687
Dennis Daugaard,2016,1.476,1.339,1.613
Dennis Daugaard,2017,1.471,1.313,1.631
Dennis Daugaard,2018,1.458,1.303,1.613
Christopher A. Coons,2010,-2.025,-2.183,-1.877
Christopher A. Coons,2011,-1.882,-2.06,-1.7
Christopher A. Coons,2012,-1.77,-1.892,-1.646
Christopher A. Coons,2013,-1.819,-1.979,-1.664
Christopher A. Coons,2014,-1.849,-1.974,-1.725
Christopher A. Coons,2015,-1.814,-1.972,-1.66
Christopher A. Coons,2016,-1.789,-1.92,-1.658
Christopher A. Coons,2017,-1.862,-2.035,-1.69
Christopher A. Coons,2018,-2.054,-2.19,-1.918
Christopher A. Coons,2019,-2.071,-2.231,-1.923
Christopher A. Coons,2020,-1.999,-2.126,-1.87
Christopher A. Coons,2021,-1.92,-2.064,-1.768
Christopher A. Coons,2022,-1.95,-2.072,-1.829
Christopher A. Coons,2023,-1.988,-2.13,-1.849
Christopher A. Coons,2024,-1.973,-2.117,-1.833
Tom Carper,2010,-1.545,-1.683,-1.402
Tom Carper,2011,-1.616,-1.772,-1.459
Tom Carper,2012,-1.649,-1.767,-1.53
Tom Carper,2013,-1.578,-1.73,-1.426
Tom Carper,2014,-1.567,-1.691,-1.443
Tom Carper,2015,-1.579,-1.73,-1.426
Tom Carper,2016,-1.601,-1.723,-1.472
Tom Carper,2017,-1.746,-1.914,-1.575
Tom Carper,2018,-1.879,-2.018,-1.745
Tom Carper,2019,-1.856,-2.009,-1.709
Tom Carper,2020,-1.788,-1.916,-1.665
Tom Carper,2021,-1.746,-1.885,-1.599
Tom Carper,2022,-1.761,-1.883,-1.636
Tom Carper,2023,-1.789,-1.935,-1.647
Tom Carper,2024,-1.77,-1.907,-1.63
Jack Markell,2010,-1.565,-1.699,-1.43
Jack Markell,2011,-1.584,-1.735,-1.42
Jack Markell,2012,-1.662,-1.779,-1.549
Jack Markell,2013,-1.695,-1.845,-1.551
Jack Markell,2014,-1.711,-1.83,-1.59
Jack Markell,2015,-1.732,-1.882,-1.577
Jack Markell,2016,-1.77,-1.905,-1.632
Kevin Wade,2012,0.932,0.733,1.133
Kevin Wade,2013,0.873,0.656,1.091
Kevin Wade,2014,0.816,0.639,0.994
Cory Booker,2013,-2.211,-2.322,-2.099
Cory Booker,2014,-2.307,-2.368,-2.248
Cory Booker,2015,-2.334,-2.433,-2.242
Cory Booker,2016,-2.317,-2.375,-2.257
Cory Booker,2017,-2.394,-2.514,-2.281
Cory Booker,2018,-2.732,-2.802,-2.661
Cory Booker,2019,-2.663,-2.751,-2.571
Cory Booker,2020,-2.654,-2.717,-2.593
Cory Booker,2021,-2.639,-2.721,-2.556
Cory Booker,2022,-2.655,-2.718,-2.59
Cory Booker,2023,-2.489,-2.581,-2.396
Cory Booker,2024,-2.483,-2.547,-2.421
Thom Tillis,2014,1.729,1.675,1.784
Thom Tillis,2015,1.701,1.591,1.813
Thom Tillis,2016,1.458,1.397,1.52
Thom Tillis,2017,1.484,1.398,1.573
Thom Tillis,2018,1.552,1.495,1.61
Thom Tillis,2019,1.587,1.486,1.687
Thom Tillis,2020,1.893,1.809,1.978
Thom Tillis,2021,1.652,1.568,1.734
Thom Tillis,2022,1.619,1.561,1.678
Thom Tillis,2023,1.388,1.3,1.474
Thom Tillis,2024,1.402,1.344,1.46
Pat McCrory,2013,1.65,1.543,1.761
