bonica.rid,year,candidate,state
cand768,2006,christopher s bond,missouri
cand768,2008,christopher s bond,missouri
cand768,2010,christopher s bond,missouri
cand769,2004,gaylord kent conrad,north dakota
cand769,2006,gaylord kent conrad,north dakota
cand769,2008,gaylord kent conrad,north dakota
cand769,2010,gaylord kent conrad,north dakota
cand769,2012,gaylord kent conrad,north dakota
cand770,2006,bob graham,florida
cand773,2004,tom campbell,california
cand773,2006,tom campbell,california
cand773,2010,tom campbell,california
cand774,2004,christopher cox,california
cand774,2006,christopher cox,california
cand774,2008,christopher cox,california
cand774,2014,christopher cox,california
cand776,2004,eliot l engel,new york
cand776,2006,eliot l engel,new york
cand776,2008,eliot l engel,new york
cand776,2010,eliot l engel,new york
cand776,2012,eliot l engel,new york
cand776,2014,eliot l engel,new york
cand776,2016,eliot lance engel,new york
cand941094,2004,paul e gillmor,ohio
cand941094,2006,paul e gillmor,ohio
cand941094,2008,paul e gillmor,ohio
cand784,2004,nita m lowey,new york
cand784,2006,nita m lowey,new york
cand784,2008,nita m lowey,new york
cand784,2010,nita m lowey,new york
cand784,2012,nita m lowey,new york
cand784,2014,nita m lowey,new york
cand784,2016,nita m lowey,new york
cand785,2004,james adelbert mcdermott,washington
cand785,2006,james adelbert mcdermott,washington
cand785,2008,james adelbert mcdermott,washington
cand785,2010,james adelbert mcdermott,washington
cand785,2012,james adelbert mcdermott,washington
cand785,2014,james adelbert mcdermott,washington
cand785,2016,james adelbert mcdermott,washington
cand786,2004,michael r mcnulty,new york
cand786,2006,michael r mcnulty,new york
cand786,2008,michael r mcnulty,new york
cand786,2010,michael r mcnulty,new york
cand788,2004,richard e neal,massachusetts
cand788,2006,richard e neal,massachusetts
cand788,2008,richard e neal,massachusetts
cand788,2010,richard e neal,massachusetts
cand788,2012,richard e neal,massachusetts
cand788,2014,richard e neal,massachusetts
cand788,2016,richard e neal,massachusetts
cand791,2004,donald m payne,new jersey
cand791,2006,donald m payne,new jersey
cand791,2008,donald m payne,new jersey
cand791,2010,donald m payne,new jersey
cand791,2012,donald m payne,new jersey
cand791,2014,donald m payne,new jersey
cand791,2016,donald m payne,new jersey
cand793,2004,dana rohrabacher,california
cand793,2006,dana rohrabacher,california
cand793,2008,dana rohrabacher,california
cand793,2010,dana rohrabacher,california
cand793,2012,dana rohrabacher,california
cand793,2014,dana rohrabacher,california
cand793,2016,dana rohrabacher,california
cand799,2004,clifford b stearns,florida
cand799,2006,clifford b stearns,florida
cand799,2008,clifford b stearns,florida
cand799,2010,clifford b stearns,florida
cand799,2012,clifford b stearns,florida
cand799,2014,clifford b stearns,florida
cand799,2016,clifford b stearns,florida
cand800,2004,john s tanner,tennessee
cand800,2006,john s tanner,tennessee
cand800,2008,john s tanner,tennessee
cand800,2010,john s tanner,tennessee
cand800,2014,john s tanner,tennessee
cand802,2004,james t walsh,new york
cand802,2006,james t walsh,new york
cand802,2008,james t walsh,new york
cand802,2010,james t walsh,new york
cand802,2012,james t walsh,new york
cand802,2014,james t walsh,new york
cand803,2004,jill lynette long,indiana
cand805,2004,craig thomas,wyoming
cand805,2006,craig thomas,wyoming
cand805,2008,craig thomas,wyoming
cand806,2004,ileana ros lehtinen,florida
cand806,2006,ileana ros lehtinen,florida
cand806,2008,ileana ros lehtinen,florida
cand806,2010,ileana ros lehtinen,florida
cand806,2012,ileana ros lehtinen,florida
cand806,2014,ileana ros lehtinen,florida
cand806,2016,ileana ros lehtinen,florida
cand809,2004,gary eugene gene taylor,mississippi
cand809,2006,gary eugene gene taylor,mississippi
cand809,2008,gary eugene gene taylor,mississippi
cand809,2010,gary eugene gene taylor,mississippi
cand809,2014,gene taylor,mississippi
cand812,2004,conrad burns,montana
cand812,2006,conrad burns,montana
cand812,2008,conrad burns,montana
cand813,2004,j robert bob kerrey,nebraska
cand813,2012,j robert bob kerrey,nebraska
cand813,2014,j robert bob kerrey,nebraska
cand814,2004,herb kohl,wisconsin
cand814,2006,herb kohl,wisconsin
cand814,2008,herb kohl,wisconsin
cand814,2010,herb kohl,wisconsin
cand815,2006,joseph i lieberman,connecticut
cand815,2008,joseph i lieberman,connecticut
cand815,2010,joseph i lieberman,connecticut
cand815,2012,joseph i lieberman,connecticut
cand820,2004,jeffry lane flake,arizona
cand820,2006,jeffry lane flake,arizona
cand820,2008,jeffry lane flake,arizona
cand820,2010,jeffry lane flake,arizona
cand820,2012,jeffry lane flake,arizona
cand820,2014,jeffry lane flake,arizona
cand820,2016,jeffry lane flake,arizona
cand821,2004,john boozman,arkansas
cand821,2006,john boozman,arkansas
cand821,2008,john boozman,arkansas
cand821,2010,john boozman,arkansas
cand821,2012,john boozman,arkansas
cand821,2014,john boozman,arkansas
cand821,2016,john nichols boozman,arkansas
cand822,2004,michael avery ross,arkansas
cand822,2006,michael avery ross,arkansas
cand822,2008,michael avery ross,arkansas
cand822,2010,michael avery ross,arkansas
cand822,2012,michael avery ross,arkansas
cand823,2004,michael makoto honda,california
cand823,2006,michael makoto honda,california
cand823,2008,michael makoto honda,california
cand823,2010,michael makoto honda,california
cand823,2012,michael makoto honda,california
cand823,2014,michael makoto honda,california
cand823,2016,michael makoto honda,california
cand223228,2004,adam schiff,california
cand223228,2006,adam schiff,california
cand223228,2008,adam schiff,california
cand223228,2010,adam schiff,california
cand223228,2012,adam schiff,california
cand223228,2014,adam schiff,california
cand223228,2016,adam schiff,california
cand825,2004,hilda solis,california
cand825,2006,hilda solis,california
cand825,2008,hilda solis,california
cand825,2010,hilda solis,california
cand825,2014,hilda solis,california
cand826,2004,diane e e watson,california
cand826,2006,diane e e watson,california
cand826,2008,diane e e watson,california
cand826,2010,diane e e watson,california
cand827,2004,darrell edward issa,california
cand827,2006,darrell edward issa,california
cand827,2008,darrell edward issa,california
cand827,2010,darrell edward issa,california
cand827,2012,darrell edward issa,california
cand827,2014,darrell edward issa,california
cand827,2016,darrell edward issa,california
cand828,2004,susan a davis,california
cand828,2006,susan a davis,california
cand828,2008,susan a davis,california
cand828,2010,susan a davis,california
cand828,2012,susan a davis,california
cand828,2014,susan a davis,california
cand828,2016,susan a davis,california
cand829,2004,rob simmons,connecticut
cand829,2006,rob simmons,connecticut
cand829,2008,rob simmons,connecticut
cand829,2010,rob simmons,connecticut
cand829,2012,rob simmons,connecticut
cand830,2004,jefferson b miller,florida
cand830,2006,jefferson b miller,florida
cand830,2008,jefferson b miller,florida
cand830,2010,jefferson b miller,florida
cand830,2012,jefferson b miller,florida
cand830,2014,jefferson b miller,florida
cand830,2016,jefferson b miller,florida
cand831,2004,ander crenshaw,florida
cand831,2006,ander crenshaw,florida
cand831,2008,ander crenshaw,florida
cand831,2010,ander crenshaw,florida
cand831,2012,ander crenshaw,florida
cand831,2014,ander crenshaw,florida
cand831,2016,ander crenshaw,florida
cand832,2004,richard anthony keller,florida
cand832,2006,richard anthony keller,florida
cand832,2008,richard anthony keller,florida
cand832,2010,richard anthony keller,florida
cand833,2004,adam hughes putnam,florida
cand833,2006,adam hughes putnam,florida
cand833,2008,adam hughes putnam,florida
cand833,2010,adam h putnam,florida
cand834,2004,clement leroy otter,idaho
cand834,2006,c l butch otter,idaho
cand834,2008,c l butch otter,idaho
cand834,2010,c l butch otter,idaho
cand835,2004,mark steven kirk,illinois
cand835,2006,mark steven kirk,illinois
cand835,2008,mark steven kirk,illinois
cand835,2010,mark steven kirk,illinois
cand835,2012,mark steven kirk,illinois
cand835,2014,mark steven kirk,illinois
cand835,2016,mark steven kirk,illinois
cand836,2004,timothy v johnson,illinois
cand836,2006,timothy v johnson,illinois
cand836,2008,timothy v johnson,illinois
cand836,2010,timothy v johnson,illinois
cand836,2012,timothy v johnson,illinois
cand837,2004,michael richard pence,indiana
cand837,2006,michael richard pence,indiana
cand837,2008,michael richard pence,indiana
cand837,2010,michael richard pence,indiana
cand837,2012,michael richard pence,indiana
cand837,2014,michael r mike pence,indiana
cand839,2004,stephen f lynch,massachusetts
cand839,2006,stephen f lynch,massachusetts
cand839,2008,stephen f lynch,massachusetts
cand839,2010,stephen f lynch,massachusetts
cand839,2012,stephen f lynch,massachusetts
cand839,2014,stephen f lynch,massachusetts
cand839,2016,stephen f lynch,massachusetts
cand840,2004,michael j rogers,michigan
cand840,2006,michael j rogers,michigan
cand840,2008,michael j rogers,michigan
cand840,2010,michael j rogers,michigan
cand840,2012,michael j rogers,michigan
cand840,2014,michael j rogers,michigan
cand840,2016,michael j rogers,michigan
cand841,2004,mark raymond kennedy,minnesota
cand841,2006,mark raymond kennedy,minnesota
cand841,2008,mark raymond kennedy,minnesota
cand842,2004,betty mccollum,minnesota
cand842,2006,betty mccollum,minnesota
cand842,2008,betty mccollum,minnesota
cand842,2010,betty mccollum,minnesota
cand842,2012,betty mccollum,minnesota
cand842,2014,betty mccollum,minnesota
cand842,2016,betty mccollum,minnesota
cand843,2004,w todd akin,missouri
cand843,2006,w todd akin,missouri
cand843,2008,w todd akin,missouri
cand843,2010,w todd akin,missouri
cand843,2012,w todd akin,missouri
cand843,2014,w todd akin,missouri
cand844,2004,samuel b sam graves jr,missouri
cand844,2006,samuel b sam graves jr,missouri
cand844,2008,samuel b sam graves jr,missouri
cand844,2010,samuel b sam graves jr,missouri
cand844,2012,samuel b sam graves jr,missouri
cand844,2014,samuel b sam graves jr,missouri
cand844,2016,samuel b sam graves jr,missouri
cand845,2004,dennis r rehberg,montana
cand845,2006,dennis r rehberg,montana
cand845,2008,dennis r rehberg,montana
cand845,2010,dennis r rehberg,montana
cand845,2012,dennis r rehberg,montana
cand845,2014,dennis r rehberg,montana
cand188719,2004,tom osborne,nebraska
cand188719,2006,tom osborne,nebraska
cand847,2004,mike ferguson,new jersey
cand847,2006,mike ferguson,new jersey
cand847,2008,mike ferguson,new jersey
cand847,2010,mike ferguson,new jersey
cand847,2012,mike ferguson,new jersey
cand848,2004,felix j grucci jr,new york
cand849,2004,steve israel,new york
cand849,2006,steve israel,new york
cand849,2008,steve israel,new york
cand849,2010,steve israel,new york
cand849,2012,steve israel,new york
cand849,2014,steve israel,new york
cand849,2016,steve israel,new york
cand850,2004,patrick j tiberi,ohio
cand850,2006,patrick j tiberi,ohio
cand850,2008,patrick j tiberi,ohio
cand850,2010,patrick j tiberi,ohio
cand850,2012,patrick j tiberi,ohio
cand850,2014,patrick j tiberi,ohio
cand850,2016,patrick j tiberi,ohio
cand851,2004,john sullivan,oklahoma
cand851,2006,john sullivan,oklahoma
cand851,2008,john sullivan,oklahoma
cand851,2010,john sullivan,oklahoma
cand851,2012,john sullivan,oklahoma
cand851,2014,john sullivan,oklahoma
cand852,2004,brad r carson,oklahoma
cand852,2006,brad r carson,oklahoma
cand853,2004,melissa a hart,pennsylvania
cand853,2006,melissa a hart,pennsylvania
cand853,2008,melissa a hart,pennsylvania
cand854,2004,william f shuster,pennsylvania
cand854,2006,william f shuster,pennsylvania
cand854,2008,william f shuster,pennsylvania
cand854,2010,william f shuster,pennsylvania
cand854,2012,william f shuster,pennsylvania
cand854,2014,william f shuster,pennsylvania
cand854,2016,william f shuster,pennsylvania
cand855,2004,todd r platts,pennsylvania
cand855,2006,todd r platts,pennsylvania
cand855,2008,todd r platts,pennsylvania
cand855,2010,todd r platts,pennsylvania
cand855,2012,todd r platts,pennsylvania
cand856,2004,james r langevin,rhode island
cand856,2006,james r langevin,rhode island
cand856,2008,james r langevin,rhode island
cand856,2010,james r langevin,rhode island
cand856,2012,james r langevin,rhode island
cand856,2014,james r langevin,rhode island
cand856,2016,james r langevin,rhode island
cand857,2004,henry e brown jr,south carolina
cand857,2006,henry e brown jr,south carolina
cand857,2008,henry e brown jr,south carolina
cand857,2010,henry e brown jr,south carolina
cand857,2012,henry e brown jr,south carolina
cand857,2014,henry e brown jr,south carolina
cand858,2004,addison joe graves wilson,south carolina
cand858,2006,addison joe graves wilson,south carolina
cand858,2008,addison joe graves wilson,south carolina
cand858,2010,addison joe graves wilson,south carolina
cand858,2012,addison joe graves wilson,south carolina
cand858,2014,addison joe graves wilson,south carolina
cand858,2016,addison joe graves wilson,south carolina
cand859,2004,john a culberson,texas
cand859,2006,john a culberson,texas
cand859,2008,john a culberson,texas
cand859,2010,john a culberson,texas
cand859,2012,john a culberson,texas
cand859,2014,john a culberson,texas
cand859,2016,john a culberson,texas
cand860,2004,james david matheson,utah
cand860,2006,james david matheson,utah
cand860,2008,james david matheson,utah
cand860,2010,james david matheson,utah
cand860,2012,james david matheson,utah
cand860,2014,james david matheson,utah
cand861,2004,jo ann s davis,virginia
cand861,2006,jo ann s davis,virginia
cand861,2008,jo ann s davis,virginia
cand862,2004,edward l schrock,virginia
cand863,2004,j randy forbes,virginia
cand863,2006,j randy forbes,virginia
cand863,2008,j randy forbes,virginia
cand863,2010,j randy forbes,virginia
cand863,2012,j randy forbes,virginia
cand863,2014,j randy forbes,virginia
cand863,2016,j randy forbes,virginia
cand864,2004,eric ivan cantor,virginia
cand864,2006,eric ivan cantor,virginia
cand864,2008,eric ivan cantor,virginia
cand864,2010,eric ivan cantor,virginia
cand864,2012,eric ivan cantor,virginia
cand864,2014,eric ivan cantor,virginia
cand864,2016,eric ivan cantor,virginia
cand865,2004,richard ray larsen,washington
cand865,2006,richard ray larsen,washington
cand865,2008,richard ray larsen,washington
cand865,2010,richard ray larsen,washington
cand865,2012,richard ray larsen,washington
cand865,2014,richard ray larsen,washington
cand865,2016,richard ray larsen,washington
cand193805,2004,shelley moore capito,west virginia
cand193805,2006,shelley moore capito,west virginia
cand193805,2008,shelley moore capito,west virginia
cand193805,2010,shelley moore capito,west virginia
cand193805,2012,shelley moore capito,west virginia
cand193805,2014,shelley moore capito,west virginia
cand193805,2016,shelley moore capito,west virginia
cand868,2004,josiah robias bonner,alabama
cand868,2006,josiah robias bonner,alabama
cand868,2008,josiah robias bonner,alabama
cand868,2010,josiah robias bonner,alabama
cand868,2012,josiah robias bonner,alabama
cand868,2014,josiah robias bonner,alabama
cand869,2004,michael rogers,alabama
cand869,2006,michael rogers,alabama
cand869,2008,michael rogers,alabama
cand869,2010,michael rogers,alabama
