candidate_bonica,candidate_ces,bonica.rid,Unique_Project_ID,district_bonica,district_ces,check,cycle,seat,distcyc,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
harry e mitchell,harry mitchell,cand965,129,AZ05,5,TRUE,2006,federal:house,2006_AZ_5,arizona,Rep,,M001167,4,,2006,160,5,arizona,7,0.9628377,,,
herbert james paine,herb paine,cand49290,130,AZ03,3,TRUE,2006,federal:house,2006_AZ_3,arizona,Rep,,,1,,2006,120,6,arizona,25,0.90119195,,,
hiral tipirneni,hiral tipirneni,cand141526,131,AZ06,6,TRUE,2020,federal:house,2020_AZ_6,arizona,Rep,,,0,,2020,163,10,arizona,19,0.9999999,,,
john david hayworth,j.d. hayworth,cand1340,132,AZ05,5,TRUE,2006,federal:house,2006_AZ_5,arizona,Rep,,,1,,2006,161,7,arizona,11,0.9421616,,,
james issac woods,james woods,cand186441,133,AZ05,5,TRUE,2014,federal:house,2014_AZ_5,arizona,Rep,,,2,,2014,30,5,arizona,29,0.9470292,,,
jan brewer,jan brewer,cand5887,134,,0,,2010,state:governor,,arizona,Gov,,,8,,2010,1510,6,arizona,61,0.9999974,,,
janet l contreras,janet contreras,cand34985,135,AZ04,4,TRUE,2010,federal:house,2010_AZ_4,arizona,Rep,,,1,,2010,119,7,arizona,28,0.99024236,,,
janet napolitano,janet napolitano,cand6728,136,,0,,2006,state:governor,,arizona,Gov,,,1,,2006,943,8,arizona,41,0.9999974,,,
jeff flake,jeff flake,cand820,137,AZS18,0,,2018,federal:senate,2018_AZ_S,arizona,Sen,Senate,F000444,9,,2018,1587,9,arizona,17,0.99999833,,,
jesse kelly,jesse kelly,cand35013,139,AZ08,8,TRUE,2010,federal:house,2010_AZ_8,arizona,Rep,,,1,,2010,242,9,arizona,37,0.99999756,,,
jim pederson,jim pederson,cand106031,140,AZS06,0,,2006,federal:senate,2006_AZ_S,arizona,Sen,,,1,,2006,939,10,arizona,37,0.9999982,,,
joan greene,joan greene,cand141055,141,AZ05,5,TRUE,2020,federal:house,2020_AZ_5,arizona,Rep,,,1,,2020,156,11,arizona,21,0.99999726,,,
joseph johnson,joe cobb,,142,,7,,2014,state:governor,,arizona,Rep,,,2,,2014,11,8,arizona,49,0.85581094,,,
miguel olivas,joe devivo,,143,AZ01,8,FALSE,2016,federal:house,2016_AZ_1,arizona,Rep,,,1,,2016,190,7,arizona,24,0.81490123,,,
john barden shadegg,john shadegg,cand1339,144,AZ03,3,TRUE,2010,federal:house,2010_AZ_3,arizona,Rep,,S000275,3,,2010,211,12,arizona,9,0.93461525,,,
john mccain,john mccain,cand625,145,AZS10,0,,2010,federal:senate,2010_AZ_S,arizona,Sen,,M000303,12,,2010,714,10,arizona,0,1.0000001,,,
john a thrasher,john thrasher,cand49283,146,AZ02,2,TRUE,2006,federal:house,2006_AZ_2,arizona,Rep,,,3,,2006,143,13,arizona,24,0.97921383,,,
w john williamson,john williamson,cand193486,147,AZ06,6,TRUE,2014,federal:house,2014_AZ_6,arizona,Rep,,,2,,2014,43,10,arizona,18,0.9754213,,,
w john williamson,johnnie elbert robinson,,148,AZ06,4,FALSE,2012,federal:house,2012_AZ_6,arizona,Rep,,,2,,2012,35,25,arizona,34,0.84172726,,,
jon hulburd,jon hulburd,cand34966,149,AZ03,3,TRUE,2010,federal:house,2010_AZ_3,arizona,Rep,,,1,,2010,205,14,arizona,18,0.9999983,,,
jon l kyl,jon kyl,cand742,150,AZS12,0,,2012,federal:senate,2012_AZ_S,arizona,Sen,,K000352,8,,2012,530,26,arizona,1,0.96445763,,,
jonathan paton,jonathan paton,cand35017,151,AZ01,1,TRUE,2012,federal:house,2012_AZ_1,arizona,Rep,,,2,,2012,42,27,arizona,22,0.99997526,,,
susan bitter smith,joseph sweeney,,152,AZ05,7,FALSE,2008,federal:house,2008_AZ_5,arizona,Rep,,,1,,2008,12,11,arizona,12,0.8197863,,,
josh barnett,josh barnett,cand148265,153,AZ07,7,TRUE,2020,federal:house,2020_AZ_7,arizona,Rep,,,0,,2020,121,12,arizona,44,0.9999981,,,
kyrsten sinema,kyrsten sinema,cand40348,154,AZ09,9,TRUE,2014,federal:house,2014_AZ_9,arizona,Rep,House,S001191,8,,2014,29,11,arizona,23,1.0000002,,,
lea marquez peterson,lea marquez peterson,cand143094,155,AZ02,2,TRUE,2018,federal:house,2018_AZ_2,arizona,Rep,,,1,,2018,216,13,arizona,54,0.99999774,,,
len munsil,len munsil,cand6518,156,,0,,2006,state:governor,,arizona,Gov,,,1,,2006,934,15,arizona,40,0.9999985,,,
leonard l boswell,leonard l. boswell,cand1447,157,IA03,3,TRUE,2006,federal:house,2006_IA_3,iowa,Rep,House,B000652,2,,2006,73,8,iowa,8,0.9890964,,,
mark kelly,mark kelly,cand159285,158,AZS20,0,,2020,federal:senate,2020_AZ_S,arizona,Sen,,K000377,0,,2020,1463,14,arizona,31,1.0000001,,,
martha mcsally,martha mcsally,cand40345,159,AZ02,0,FALSE,2020,federal:house,2020_AZ_2,arizona,Sen,Senate,M001197,1,,2020,1463,15,arizona,30,1.0000002,,,
martha mcsally,martha mcsally,cand40345,159,AZS20,0,,2020,federal:senate,2020_AZ_S,arizona,Sen,Senate,M001197,1,,2020,1463,15,arizona,30,1.0000002,,,
matthew gerald heinz,matt heinz,cand141053,160,AZ02,2,TRUE,2016,federal:house,2016_AZ_2,arizona,Rep,,,1,,2016,206,12,arizona,11,0.9296295,,,
matthew t jette,matt jette,cand145014,161,AZ06,6,TRUE,2012,federal:house,2012_AZ_6,arizona,Rep,,,2,,2012,72,32,arizona,39,0.9612185,,,
matthew j salmon,matt salmon,cand1338,162,AZ05,5,TRUE,2012,federal:house,2012_AZ_5,arizona,Rep,,S000018,7,,2012,54,33,arizona,8,0.94905317,,,
matthew j salmon,matt salmon,cand1338,162,AZ05,5,TRUE,2014,federal:house,2014_AZ_5,arizona,Rep,,S000018,7,,2014,30,13,arizona,6,0.94905317,,,
michael n castle,michael n. castle,cand1266,163,DE01,0,FALSE,2006,federal:house,2006_DE_1,delaware,Rep,,C000243,2,,2006,108,3,delaware,2,0.9890481,,,
michael archangel muscato,michael muscato,cand148266,164,AZ08,8,TRUE,2020,federal:house,2020_AZ_8,arizona,Rep,,,0,,2020,193,16,arizona,43,0.9301515,,,
mike coffman,mike coffman,cand1033,165,CO06,1,FALSE,2012,federal:house,2012_CO_6,colorado,Rep,,C001077,2,,2012,6,22,colorado,4,1.0000001,,,
mikel weisser,mikel weisser,cand40289,166,AZ04,4,TRUE,2016,federal:house,2016_AZ_4,arizona,Rep,,,1,,2016,185,14,arizona,9,0.9999975,,,
joe nicolas pierson,nick pierson,cand143959,168,AZ03,3,TRUE,2018,federal:house,2018_AZ_3,arizona,Rep,,,1,,2018,116,15,arizona,64,0.9177384,,,
paul raymond babeu,paul babeu,cand40287,169,AZ01,1,TRUE,2016,federal:house,2016_AZ_1,arizona,Rep,,,1,,2016,110,15,arizona,39,0.9411245,,,
paul gosar,paul gosar,cand1094,170,AZ04,4,TRUE,2020,federal:house,2020_AZ_4,arizona,Rep,House,G000565,9,,2020,187,17,arizona,40,0.99999994,,,
philip g hare,phil hare,cand981,171,IL17,17,TRUE,2006,federal:house,2006_IL_17,illinois,Rep,House,H001040,6,,2006,89,30,illinois,12,0.9105378,,,
randall randy graf,randy graf,cand45793,172,AZ08,8,TRUE,2006,federal:house,2006_AZ_8,arizona,Rep,,,1,,2006,146,16,arizona,18,0.9750209,,,
raul m grijalva,raul grijalva,cand873,173,AZ03,3,TRUE,2018,federal:house,2018_AZ_3,arizona,Rep,,G000551,9,,2018,116,17,arizona,31,0.99002343,,,
rebecca schneider,rebecca schneider,cand53403,174,AZ06,6,TRUE,2010,federal:house,2010_AZ_6,arizona,Rep,,,2,,2010,207,18,arizona,51,0.9999989,,,
richard carmona,richard carmona,cand104387,175,AZS12,0,,2012,federal:senate,2012_AZ_S,arizona,Sen,,,2,,2012,530,40,arizona,66,0.9999991,,,
richard george renzi,rick renzi,cand871,176,AZ01,1,TRUE,2006,federal:house,2006_AZ_1,arizona,Rep,House,R000574,3,,2006,88,18,arizona,4,0.9336354,,,
rodney britz glassman,rodney glassman,cand103370,177,AZS10,0,,2010,federal:senate,2010_AZ_S,arizona,Sen,,,1,,2010,1483,19,arizona,56,0.931638,,,
ronald barber,ron barber,cand40344,178,AZ02,1,FALSE,2012,federal:house,2012_AZ_2,arizona,Rep,,B001279,2,,2012,11,41,arizona,44,0.9301969,,,
ron drake,ron drake,cand49312,179,AZ07,7,TRUE,2006,federal:house,2006_AZ_7,arizona,Rep,,,1,,2006,92,19,arizona,27,0.9999982,,,
ruben gallego,ruben gallego,cand186443,180,AZ07,7,TRUE,2020,federal:house,2020_AZ_7,arizona,Rep,House,G000574,6,,2020,121,19,arizona,27,1,,,
ruth crawford mcclung,ruth mcclung,cand35006,181,AZ07,7,TRUE,2010,federal:house,2010_AZ_7,arizona,Rep,,,1,,2010,131,20,arizona,35,0.95956105,,,
steve farley,scott fistler,,182,AZ02,7,FALSE,2012,federal:house,2012_AZ_2,arizona,Rep,,,2,,2012,35,42,arizona,27,0.82516235,,,
steve farley,scott fistler,,182,AZ-9,7,,2012,state:upper,,arizona,Rep,,,2,,2012,35,42,arizona,27,0.82516235,,,
e scott garrett,scott garrett,cand902,183,NJ05,2,FALSE,2012,federal:house,2012_NJ_5,new jersey,Rep,,G000548,1,,2012,1,44,new jersey,6,0.96388596,,,
spencer collins morgan,spencer morgan,cand40304,184,AZ05,5,TRUE,2012,federal:house,2012_AZ_5,arizona,Rep,,,2,,2012,35,44,arizona,35,0.9257818,,,
steve ferrara,steve ferrara,cand140521,185,AZ09,9,TRUE,2018,federal:house,2018_AZ_9,arizona,Rep,,,1,,2018,181,19,arizona,1,0.99999917,,,
sydney hay,sydney hay,cand40223,186,AZ01,1,TRUE,2008,federal:house,2008_AZ_1,arizona,Rep,,,1,,2008,43,15,arizona,11,0.99999774,,,
talia fuentes,talia fuentes,cand138513,187,AZ05,5,TRUE,2016,federal:house,2016_AZ_5,arizona,Rep,,,1,,2016,143,19,arizona,50,0.99999785,,,
tom latham,tom latham,cand1359,188,IA04,4,TRUE,2006,federal:house,2006_IA_4,iowa,Rep,,L000111,6,,2006,57,14,iowa,7,0.99999994,,,
tom latham,tom latham,cand1359,188,IA03,1,FALSE,2012,federal:house,2012_IA_3,iowa,Rep,,L000111,2,,2012,3,14,iowa,5,0.99999994,,,
tiffany shedd,tiffany shedd,cand142382,189,AZ01,1,TRUE,2020,federal:house,2020_AZ_1,arizona,Rep,,,0,,2020,122,20,arizona,25,1,,,
timothy bee,"timothy s. ""tim"" bee",cand160287,190,AZ08,8,TRUE,2008,federal:house,2008_AZ_8,arizona,Rep,,,1,,2008,108,16,arizona,37,0.9648267,,,
tom ohalleran,tom o'halleran,cand6796,191,AZ01,1,TRUE,2016,federal:house,2016_AZ_1,arizona,Rep,,O000171,3,,2016,110,20,arizona,25,0.96575016,,,
trent franks,trent franks,cand218250,192,AZ02,2,TRUE,2006,federal:house,2006_AZ_2,arizona,Rep,House,F000448,7,,2006,144,20,arizona,5,1.0000002,,,
trent franks,trent franks,cand218250,192,AZ08,1,FALSE,2012,federal:house,2012_AZ_8,arizona,Rep,,F000448,1,,2012,1,46,arizona,3,1.0000002,,,
trent franks,trent franks,cand218250,192,,1,,2012,federal:committee,,arizona,Rep,,F000448,1,,2012,1,46,arizona,3,1.0000002,,,
vernon parker,vernon parker,cand159768,193,AZ09,9,TRUE,2012,federal:house,2012_AZ_9,arizona,Rep,,,2,,2012,71,47,arizona,14,0.9999998,,,
wendy rogers,wendy rogers,cand144568,194,AZ09,9,TRUE,2014,federal:house,2014_AZ_9,arizona,Rep,,,2,,2014,30,20,arizona,24,1.0000001,,,
f allen boyd jr,"allen boyd, jr.",cand1439,195,FL02,1,FALSE,2012,federal:house,2012_FL_2,florida,Rep,,B000716,1,,2012,3,6,florida,21,0.9260261,,,
andy joseph mayberry,andy mayberry,cand49247,196,AR02,2,TRUE,2006,federal:house,2006_AR_2,arkansas,Rep,,,1,,2006,87,0,arkansas,11,0.9176112,,,
asa hutchinson,asa hutchinson,cand5364,197,,0,,2018,state:governor,,arkansas,Gov,,H001014,4,,2018,521,0,arkansas,15,1.0000001,,,
asa hutchinson,asa hutchinson,cand5364,197,,0,,2016,state:governor,,arkansas,Gov,,H001014,4,,2016,533,0,arkansas,16,1.0000001,,,
beth anne rankin,beth rankin,cand34922,198,AR04,4,TRUE,2010,federal:house,2010_AR_4,arkansas,Rep,,,1,,2010,90,0,arkansas,30,0.91506386,,,
blanche lambert lincoln,blanche lambert lincoln,cand1244,199,ARS10,0,,2010,federal:senate,2010_AR_S,arkansas,Sen,Senate,L000035,2,,2010,222,1,arkansas,2,0.99999845,,,
bruce westerman,bruce westerman,cand161310,200,AR04,4,TRUE,2014,federal:house,2014_AR_4,arkansas,Rep,,W000821,6,,2014,21,0,arkansas,18,1,,,
bruce westerman,bruce westerman,cand161310,200,AR04,4,TRUE,2016,federal:house,2016_AR_4,arkansas,Rep,,W000821,6,,2016,126,1,arkansas,10,1,,,
bruce westerman,bruce westerman,cand161310,200,AR04,4,TRUE,2018,federal:house,2018_AR_4,arkansas,Rep,,W000821,6,,2018,106,1,arkansas,3,1,,,
bruce westerman,bruce westerman,cand161310,200,AR04,4,TRUE,2022,federal:house,2022_AR_4,arkansas,Rep,,W000821,6,,2022,142,1,arkansas,7,1,,,
celeste sarene williams,celeste williams,cand149818,201,AR03,3,TRUE,2020,federal:house,2020_AR_3,arkansas,Rep,,,0,,2020,165,2,arkansas,13,0.9508208,,,
chad causey,chad causey,cand34885,202,AR01,1,TRUE,2010,federal:house,2010_AR_1,arkansas,Rep,,,1,,2010,107,3,arkansas,7,0.999997,,,
chintan desai,chintan desai,cand142379,203,AR01,1,TRUE,2018,federal:house,2018_AR_1,arkansas,Rep,,,1,,2018,115,2,arkansas,12,0.99999994,,,
everett clarke tucker iv,clarke tucker,cand144566,204,AR02,2,TRUE,2018,federal:house,2018_AR_2,arkansas,Rep,,,1,,2018,141,3,arkansas,13,0.90510714,,,
conner eldridge,conner eldridge,cand130808,205,ARS16,0,,2016,federal:senate,2016_AR_S,arkansas,Sen,,,1,,2016,527,2,arkansas,13,0.9999999,,,
david jeffrey whitaker,david whitaker,cand122917,206,AR03,3,TRUE,2010,federal:house,2010_AR_3,arkansas,Rep,,,1,,2010,165,4,arkansas,23,0.94598603,,,
dianne curry,dianne curry,cand130248,207,AR02,2,TRUE,2016,federal:house,2016_AR_2,arkansas,Rep,,,1,,2016,137,3,arkansas,11,1.0000001,,,
james french hill,french hill,cand143047,208,AR02,2,TRUE,2014,federal:house,2014_AR_2,arkansas,Rep,House,H001072,6,,2014,22,1,arkansas,13,0.9237652,,,
james french hill,french hill,cand143047,208,AR02,2,TRUE,2016,federal:house,2016_AR_2,arkansas,Rep,House,H001072,6,,2016,138,4,arkansas,9,0.9237652,,,
james french hill,french hill,cand143047,208,AR02,2,TRUE,2018,federal:house,2018_AR_2,arkansas,Rep,House,H001072,6,,2018,141,4,arkansas,4,0.9237652,,,
james french hill,french hill,cand143047,208,AR02,2,TRUE,2022,federal:house,2022_AR_2,arkansas,Rep,House,H001072,6,,2022,110,2,arkansas,8,0.9237652,,,
gene jeffress,gene jeffress,cand159431,209,AR04,4,TRUE,2012,federal:house,2012_AR_4,arkansas,Rep,,,2,,2012,37,1,arkansas,23,1,,,
hayden catherine shamel,hayden shamel,cand142381,210,AR04,4,TRUE,2018,federal:house,2018_AR_4,arkansas,Rep,,,1,,2018,106,5,arkansas,11,0.94781,,,
herb c rule iii,herb rule,cand40172,211,AR02,2,TRUE,2012,federal:house,2012_AR_2,arkansas,Rep,,,2,,2012,40,2,arkansas,19,0.91905665,,,
jackie mcpherson,jackie mcpherson,cand186436,212,AR01,1,TRUE,2014,federal:house,2014_AR_1,arkansas,Rep,,,2,,2014,15,2,arkansas,11,0.9999999,,,
james lee witt,james witt,cand143054,213,AR04,4,TRUE,2014,federal:house,2014_AR_4,arkansas,Rep,,,2,,2014,22,3,arkansas,20,0.9594136,,,
michael avery ross,joe ross,,214,AR04,4,TRUE,2006,federal:house,2006_AR_4,arkansas,Rep,,,1,,2006,68,2,arkansas,1,0.85776514,,,
john boozman,john boozman,cand821,215,AR03,3,TRUE,2006,federal:house,2006_AR_3,arkansas,Rep,House,B001236,5,,2006,100,3,arkansas,0,1.0000002,,,
john boozman,john boozman,cand821,215,AR03,3,TRUE,2008,federal:house,2008_AR_3,arkansas,Rep,House,B001236,5,,2008,84,1,arkansas,0,1.0000002,,,
john boozman,john boozman,cand821,215,ARS16,0,,2012,federal:senate,2012_AR_S,arkansas,Sen,Senate,B001236,11,,2012,166,3,arkansas,0,1.0000002,,,
john boozman,john boozman,cand821,215,ARS16,0,,2014,federal:senate,2014_AR_S,arkansas,Sen,Senate,B001236,11,,2014,87,4,arkansas,0,1.0000002,,,
john boozman,john boozman,cand821,215,ARS22,0,,2018,federal:senate,2018_AR_S,arkansas,Sen,Senate,B001236,11,,2018,521,6,arkansas,6,1.0000002,,,
john boozman,john boozman,cand821,215,ARS22,0,,2022,federal:senate,2022_AR_S,arkansas,Sen,Senate,B001236,11,,2022,546,3,arkansas,6,1.0000002,,,
josh mahony,joshua mahony,cand141051,216,AR03,3,TRUE,2018,federal:house,2018_AR_3,arkansas,Rep,,,1,,2018,159,7,arkansas,7,0.9739983,,,
joyce ann elliott,joyce elliott,cand152595,217,AR02,2,TRUE,2010,federal:house,2010_AR_2,arkansas,Rep,,,1,,2010,117,6,arkansas,18,0.98413163,,,
joyce ann elliott,joyce elliott,cand152595,217,AR02,2,TRUE,2020,federal:house,2020_AR_2,arkansas,Rep,,,1,,2020,138,5,arkansas,1,0.98413163,,,
kenneth wade aden,ken aden,cand40192,218,AR03,3,TRUE,2012,federal:house,2012_AR_3,arkansas,Rep,,,2,,2012,23,4,arkansas,20,0.89448076,,,
asa hutchinson,kerry hicks,,219,,4,,2016,state:governor,,arkansas,Rep,,,1,,2016,126,6,arkansas,16,0.82134616,,,
robert marion berry,marion berry,cand1428,220,AR01,1,TRUE,2006,federal:house,2006_AR_1,arkansas,Rep,,B000420,6,,2006,93,4,arkansas,4,0.94727045,,,
robert marion berry,marion berry,cand1428,220,AR01,1,TRUE,2008,federal:house,2008_AR_1,arkansas,Rep,,B000420,6,,2008,57,2,arkansas,3,0.94727045,,,
mark l pryor,mark l. pryor,cand1574,221,ARS08,0,,2006,federal:senate,2006_AR_S,arkansas,Sen,,P000590,4,,2006,347,5,arkansas,6,0.9832289,,,
mark l pryor,mark l. pryor,cand1574,221,ARS14,0,,2012,federal:senate,2012_AR_S,arkansas,Sen,,P000590,4,,2012,165,6,arkansas,2,0.9832289,,,
mark l pryor,mark west,,222,ARS14,1,,2016,federal:senate,2016_AR_S,arkansas,Rep,,,1,,2016,127,7,arkansas,1,0.83254087,,,
mike d beebe,mike beebe,cand5701,223,,0,,2006,state:governor,,arkansas,Gov,,,8,,2006,352,7,arkansas,17,0.9835861,,,
michael avery ross,michael ross,cand822,224,AR04,4,TRUE,2012,federal:house,2012_AR_4,arkansas,Rep,,R000573,2,,2012,1,7,arkansas,1,0.9274818,,,
mickey darrin stubby stumbaugh,"mickey ""stubby"" stumbaugh",cand49232,225,AR01,1,TRUE,2006,federal:house,2006_AR_1,arkansas,Rep,,,1,,2006,94,6,arkansas,10,0.96491164,,,
mike d beebe,mike huckabee,,226,,0,,2006,state:governor,,arkansas,Gov,,,1,,2006,349,8,arkansas,17,0.87159944,,,
patrick henry hays,patrick hays,cand143046,227,AR02,2,TRUE,2014,federal:house,2014_AR_2,arkansas,Rep,,,2,,2014,22,7,arkansas,12,0.89810973,,,
eric alan rick crawford,rick crawford,cand1097,228,AR01,1,TRUE,2012,federal:house,2012_AR_1,arkansas,Rep,House,C001087,11,,2012,35,10,arkansas,3,0.9055891,,,
eric alan rick crawford,rick crawford,cand1097,228,AR01,1,TRUE,2014,federal:house,2014_AR_1,arkansas,Rep,House,C001087,11,,2014,15,8,arkansas,2,0.9055891,,,
eric alan rick crawford,rick crawford,cand1097,228,AR01,1,TRUE,2016,federal:house,2016_AR_1,arkansas,Rep,House,C001087,11,,2016,127,8,arkansas,2,0.9055891,,,
eric alan rick crawford,rick crawford,cand1097,228,AR01,1,TRUE,2022,federal:house,2022_AR_1,arkansas,Rep,House,C001087,11,,2022,144,9,arkansas,16,0.9055891,,,
ricky dale harrington jr,ricky harrington jr.,cand156452,229,ARS20,0,,2020,federal:senate,2020_AR_S,arkansas,Sen,,,0,,2020,536,7,arkansas,0,0.95682293,,,
roy blunt,roy blunt,cand1461,230,MO07,7,TRUE,2006,federal:house,2006_MO_7,missouri,Rep,House,B000575,5,,2006,105,15,missouri,8,1.0000001,,,
roy blunt,roy blunt,cand1461,230,MOS16,0,,2012,federal:senate,2012_MO_S,missouri,Sen,Senate,B000575,11,,2012,423,23,missouri,6,1.0000001,,,
roy blunt,roy blunt,cand1461,230,MOS22,0,,2018,federal:senate,2018_MO_S,missouri,Sen,Senate,B000575,11,,2018,1493,16,missouri,14,1.0000001,,,
scott a ellington,scott ellington,cand40167,231,AR01,1,TRUE,2012,federal:house,2012_AR_1,arkansas,Rep,,,2,,2012,35,12,arkansas,18,0.98124963,,,
steve womack,steve isaacson,,232,AR03,3,TRUE,2016,federal:house,2016_AR_3,arkansas,Rep,,,1,,2016,143,9,arkansas,6,0.86716187,,,
steve womack,steve womack,cand1099,233,AR03,3,TRUE,2012,federal:house,2012_AR_3,arkansas,Rep,House,W000809,11,,2012,53,13,arkansas,13,1,,,
steve womack,steve womack,cand1099,233,AR03,3,TRUE,2014,federal:house,2014_AR_3,arkansas,Rep,House,W000809,11,,2014,28,9,arkansas,6,1,,,
steve womack,steve womack,cand1099,233,AR03,3,TRUE,2016,federal:house,2016_AR_3,arkansas,Rep,House,W000809,11,,2016,143,10,arkansas,6,1,,,
steve womack,steve womack,cand1099,233,AR03,3,TRUE,2022,federal:house,2022_AR_3,arkansas,Rep,House,W000809,11,,2022,149,10,arkansas,15,1,,,
john timothy griffin,tim griffin,cand1098,234,AR02,2,TRUE,2012,federal:house,2012_AR_2,arkansas,Rep,House,G000567,6,,2012,42,15,arkansas,6,0.9387201,,,
john timothy griffin,tim griffin,cand1098,234,AR02,2,TRUE,2014,federal:house,2014_AR_2,arkansas,Rep,House,G000567,6,,2014,22,10,arkansas,4,0.9387201,,,
thomas cotton,tom cotton,cand189537,235,AR04,4,TRUE,2012,federal:house,2012_AR_4,arkansas,Rep,House,C001095,4,,2012,37,16,arkansas,21,0.9216567,,,
thomas cotton,tom cotton,cand189537,235,AR04,0,FALSE,2014,federal:house,2014_AR_4,arkansas,Sen,Senate,C001095,6,,2014,87,11,arkansas,9,0.9216567,,,
thomas cotton,tom cotton,cand189537,235,AR04,0,FALSE,2016,federal:house,2016_AR_4,arkansas,Sen,Senate,C001095,6,,2016,530,11,arkansas,8,0.9216567,,,
thomas cotton,tom cotton,cand189537,235,ARS14,0,,2014,federal:senate,2014_AR_S,arkansas,Sen,Senate,C001095,6,,2014,87,11,arkansas,9,0.9216567,,,
thomas cotton,tom cotton,cand189537,235,ARS20,0,,2016,federal:senate,2016_AR_S,arkansas,Sen,Senate,C001095,6,,2016,530,11,arkansas,8,0.9216567,,,
thomas cotton,tom cotton,cand189537,235,ARS26,0,,2022,federal:senate,2022_AR_S,arkansas,Sen,Senate,C001095,6,,2022,545,11,arkansas,0,0.9216567,,,
victor frederick snyder,victor snyder,cand1429,236,AR02,2,TRUE,2010,federal:house,2010_AR_2,arkansas,Rep,,S000672,2,,2010,121,14,arkansas,4,0.9555451,,,
william hanson,william hanson,cand150363,237,AR04,4,TRUE,2020,federal:house,2020_AR_4,arkansas,Rep,,,0,,2020,110,10,arkansas,14,0.99999887,,,
woodrow wilson anderson iii,woodrow anderson,cand49254,238,AR03,3,TRUE,2006,federal:house,2006_AR_3,arkansas,Rep,,,1,,2006,102,12,arkansas,13,0.88548213,,,
zachary t space,zachary t. space,cand1005,239,OH18,18,TRUE,2006,federal:house,2006_OH_18,ohio,Rep,,S001173,1,,2006,76,40,ohio,15,0.98531747,,,
abel maldonado,abel maldonado,cand40663,240,CA24,24,TRUE,2012,federal:house,2012_CA_24,california,Rep,,,2,,2012,33,0,california,134,0.9999342,,,
adam schiff,adam schiff,cand223228,241,CA28,28,TRUE,2014,federal:house,2014_CA_28,california,Rep,House,S001150,9,,2014,21,2,california,13,0.99999774,,,
r adam king,adam king,cand193509,242,CA37,37,TRUE,2014,federal:house,2014_CA_37,california,Rep,,,2,,2014,12,0,california,175,0.8979289,,,
adam nick,adam nick,cand193512,243,CA46,46,TRUE,2014,federal:house,2014_CA_46,california,Rep,,,2,,2014,8,1,california,190,0.9999986,,,
elizabeth emken,adrienne edwards,,244,CA07,34,FALSE,2014,federal:house,2014_CA_7,california,Rep,,,2,,2014,10,3,california,58,0.82279956,,,
elizabeth emken,adrienne edwards,,244,CAS12,34,,2014,federal:senate,2014_CA_S,california,Rep,,,2,,2014,10,3,california,58,0.82279956,,,
agnes gibboney,agnes gibboney,cand152700,245,CA31,31,TRUE,2020,federal:house,2020_CA_31,california,Rep,,,0,,2020,93,1,california,41,0.9999987,,,
aja smith,aja smith,cand140555,246,CA41,39,FALSE,2022,federal:house,2022_CA_41,california,Rep,,,0,,2022,72,2,california,21,0.99999774,,,
alan lowenthal,alan lowenthal,cand40366,247,CA47,47,TRUE,2018,federal:house,2018_CA_47,california,Rep,House,L000579,9,,2018,115,2,california,111,0.99999857,,,
alison hayden,alison hayden,cand149830,248,CA14,14,TRUE,2022,federal:house,2022_CA_14,california,Rep,,,0,,2022,79,5,california,252,0.9999941,,,
amanda renteria,amanda renteria,cand168288,249,CA21,21,TRUE,2014,federal:house,2014_CA_21,california,Rep,,,2,,2014,2,5,california,140,0.9999968,,,
amerish bera,ameriash 'ami' bera,cand35060,250,CA03,3,TRUE,2010,federal:house,2010_CA_3,california,Rep,,B001287,1,,2010,149,1,california,67,0.91771907,,,
ammar campa najjar,ammar campa-najjar,cand140566,251,CA50,50,TRUE,2018,federal:house,2018_CA_50,california,Rep,,,1,,2018,114,4,california,4,0.986841,,,
angelica duenas,analilia joya,,252,CA29,44,FALSE,2020,federal:house,2020_CA_29,california,Rep,,,0,Not in Dime Data,2020,55,7,california,86,0.84369123,,,
andrew grant,andrew grant,cand141058,253,CA07,7,TRUE,2018,federal:house,2018_CA_7,california,Rep,,,1,,2018,118,5,california,152,0.9999958,,,
